id,text,sentiment,aspect
62,thầy giảng dạy nhiệt tình truyền đạt nhiều kinh nghiệm cho sinh viên và phương pháp giảng dạy hiệu quả .,positive,kinh_nghiem
63,không hiểu bài cho lắm .,negative,ky_nang_giang_day
64,hơi nghiêm .,negative,hanh_vi
65,"cô dễ thương dạy hay , hài hước .",positive,hanh_vi
66,đồ án mang tính thực tiễn .,positive,kinh_nghiem
67,"thầy dạy rất kỹ lưỡng , nhiệt tình , viết bảng rất nhiều dễ hiểu bài tuyệt vời !",positive,ky_nang_giang_day
68,thầy có đi dạy trễ .,negative,hanh_vi
69,"giảng viên nhiệt tình , hết mình truyền đạt kiến thức .",positive,ky_nang_giang_day
70,"dễ hiểu , thân thiện với học sinh .",positive,ky_nang_giang_day
71,"thầy truyền đạt rất tận tình , dễ hiểu lượng bài tập , nội dung thi hợp lý , vừa sức với sinh viên .",positive,hanh_vi
72,thầy đi rất đúng giờ và nhiệt tình .,positive,hanh_vi
73,quá khó và rất khó .,negative,noi_chung
74,"cô vui tính , hướng dẫn rất tận tình .",positive,ky_nang_giang_day
75,giảng viên chưa bám sát được sinh viên .,negative,hanh_vi
76,điểm danh thường xuyên .,neutral,noi_chung
77,cô nhiệt tình và vui vẻ .,positive,hanh_vi
78,hạn chế bỏ giờ buổi vì giảng viên bận .,negative,hanh_vi
79,thầy chu đáo và tỉ mỉ .,positive,hanh_vi
80,các giảng viên cần thống nhất chương trình dạy giữa các lớp với nhau .,negative,chuong_trinh_hoc
81,hỏi thầy những kiến thức bên ngoài có liên quan tới môn học nhiều khi thầy không trả lời .,negative,hanh_vi
82,"cô nhiệt tình với sinh viên , vui vẻ .",positive,hanh_vi
83,"đó là tiền của họ , họ muốn dùng thì tùy họ , người khác nghèo không phải lỗi của họ , chưa kể tiền thuế họ đóng góp cho nước cũng đủ để gọi là xây dựng rồi .",negative,noi_chung
84,"phát âm của cô hơi sai , đặc biệt phần chữ th .",negative,ky_nang_giang_day
85,"sự tận tâm , nhiệt tình của giảng viên giúp truyền đạt kỹ năng , kiến thức một cách tốt nhất .",positive,hanh_vi
86,"biết tạo điều kiện cho học sinh rèn luyện các kỹ năng , khả năng dẫn dắt truyền đạt tốt .",positive,ky_nang_giang_day
87,cách giảng của thầy đa số trong lớp không ai hiểu dù thấy có giảng lại .,negative,ky_nang_giang_day
88,giáo viên tận tình truyền đạt kiến thức .,positive,kien_thuc
89,giảng viên đưa ra nhiều bài tập từ dễ đến khó .,positive,bai_tap
90,assignments given at home are good .,positive,bai_tap
91,thầy dạy rất thuyết phục và dễ hiểu .,positive,ky_nang_giang_day
92,thầy nhiệt tình giảng dễ hiểu không nhàm chán .,positive,hanh_vi
93,"kiểu như giảng viên chưa chuẩn bị , chưa từng đọc tới cái đề vậy .",negative,hanh_vi
94,"cô rất tâm huyết , không chỉ dạy kiến thức anh văn mà còn rút ra những bài học kinh nghiệm từ bài giảng .",positive,hanh_vi
95,lớp thực hành không nên học trước lớp lý thuyết .,negative,de_xuat
96,thầy có phong cách giảng bài gần gũi với sinh viên .,positive,ky_nang_giang_day
97,"cô dạy rất tốt , nhiệt tình với sinh viên , dễ hiểu , cho nhiều bài tập để học sinh nắm bắt , giảng dạy rất tốt .",positive,ky_nang_giang_day
98,kiểm tra bài cũ .,neutral,noi_chung
99,"nhiệt tình , có trách nhiệm .",positive,hanh_vi
100,cần cho nhiều bài tập để sinh viên làm ở nhà .,negative,bai_tap
101,giảng dạy rất tốt .,positive,ky_nang_giang_day
102,thầy rất vui tính và thân thiện .,positive,hanh_vi
103,tạo điều kiện để sinh viên tham gia vào bài học .,positive,ky_nang_giang_day
104,"phương pháp giảng dạy của cô rất hay , đơn giản nhưng rất dễ hiểu , truyền đạt kiến thức tốt .",positive,kien_thuc
105,thầy chưa bao giờ đến lớp .,negative,hanh_vi
106,chất lượng tốt .,positive,noi_chung
107,"giảng viên có trình bày một số vấn đề thực tiễn hữu ích , khích lệ những sinh viên tích cực , phong cách giảng dạy thân thiện tuy có phần lãnh đạm , dễ gây buồn ngủ .",positive,kinh_nghiem
108,môn khá khó hiểu nên thầy cô phải tạo những ý tưởng để sinh viên dễ hiểu bài hơn .,negative,ky_nang_giang_day
109,cần tiếp cận với sinh viên nhiều hơn .,negative,hanh_vi
110,nghỉ học thường xuyên .,negative,hanh_vi
111,em không có bất cứ một lời phê bình nào .,positive,noi_chung
112,"giảng viên dạy kỹ , dễ hiểu .",positive,ky_nang_giang_day
113,lần đầu trong trường  em gặp một thầy như vậy .,positive,noi_chung
114,thầy chuyên nghiệp trong cách giảng dạy và rất nhiệt tâm .,positive,hanh_vi
115,"thầy tận tâm , nhiệt tình với sinh viên .",positive,hanh_vi
116,mong cô giúp đỡ nhiều hơn .,negative,hanh_vi
117,thầy giảng bài hay và rất dễ hiểu .,positive,ky_nang_giang_day
118,lớp buồn không có ý kiến nhiều .,negative,noi_chung
119,"thầy rất hay liên hệ nhưng thứ học được ra thực tế , như những ứng dụng của các linh kiện , vdotv .",positive,kien_thuc
120,giảng viên dạy rất chi tiết và nhiệt tình dành nhiều thời gian giải thích thắc mắc cho sinh viên .,positive,hanh_vi
121,cô có kiến thức cao và có nhiệt tình giúp sinh viên .,positive,kien_thuc
122,"thoải mái , có hiệu quả .",positive,noi_chung
123,dạy nhanh .,negative,ky_nang_giang_day
124,thầy vui tính dạy dễ hiểu và cung cấp nhiều thông tin hữu ích cho sinh viên .,positive,cung_cap_tai_lieu
125,"thầy dạy hay , nhiều kiến thức mở rộng , được học trên slide tiếng anh .",positive,ky_nang_giang_day
126,"dễ hiểu , nhiệt tình vui tính .",positive,hanh_vi
127,đúng giờ và nhiệt tình .,positive,hanh_vi
128,"giảng viên hòa đồng , nhiệt tình , có nhiều phương pháp dạy học thú vị .",positive,ky_nang_giang_day
129,"thầy tận tâm nhiệt tình , diễn đạt trình bày hay .",positive,hanh_vi
130,cảm giác của em là hơi chán .,negative,noi_chung
131,giảng viên bên lớp lý thuyết thì kiến thức dạy hoàn toàn khác với giảng viên lớp thực hành .,negative,kien_thuc
132,"thầy dạy phần hai có phần hơi khó khăn trong việc điểm danh , cả khi thầy có nhầm lẫn thầy cũng không chịu nhận .",negative,hanh_vi
133,giảng kỹ và nhiệt tình giải đáp .,positive,hanh_vi
134,"thầy dạy rất nhiệt tình và dễ hiểu , tuy nhiên do học sinh còn lười nhác học bài nên đôi khi kết quả không được như mong muốn .",positive,ky_nang_giang_day
135,thầy dạy cứng nhắc và nhanh !,negative,ky_nang_giang_day
136,cần tăng thời gian thực hành nói lên .,negative,kinh_nghiem
137,cô rất nhiệt tình !,positive,hanh_vi
138,cảm thấy rất may mắn khi được học thầy .,positive,hanh_vi
139,"ấn tượng nhất doubledot dạy không cần máy chiếu hay laptop , nhưng lượng bài giảng có thể nói là "" khủng "" , nhìn thầy ghi bài giảng lên bảng mà bất ngờ .",positive,thiet_bi_day_hoc
140,thầy chỉ dạy làm sao để thi chứ không dạy cách học môn lý thuyết mạch điện .,negative,ky_nang_giang_day
141,"bài tập được làm nhiều , ân cần , tận tụy .",positive,hanh_vi
142,"hay , nhiệt tình , dễ hiểu .",positive,ky_nang_giang_day
143,"học lý thuyết khác hẳn với thực hành , học nhiều buổi thực hành nhưng thầy chỉ cho 2 bài thực hành về sân bóng mà đa số sinh viên không hiểu đề .",negative,ky_nang_giang_day
144,"em thấy nó thật sự rất tốt , giải quyết sinh viên với những vấn đề trên .",positive,noi_chung
145,không thực tế .,negative,noi_chung
146,"lên lớp đúng giờ , giảng dạy dễ hiểu .",positive,ky_nang_giang_day
147,"giáo viên vui tính , dễ gần , đôi khi hài hước , giúp sinh viên thoải mái tiếp thu kiến thức .",positive,hanh_vi
148,sau mỗi định lý nên có ví dụ và chữa chi tiết ngay .,positive,de_xuat
149,"tận tâm , nhiệt tình .",positive,hanh_vi
150,"em nghĩ cô nên tóm gọn những nội dung phụ , lý thuyết , và đi sâu , tập trung vào trọng tâm hơn cũng như nếu được thì cô hãy nên sử dụng giọng phổ thông để áp dụng vào giảng dạy .",negative,ky_nang_giang_day
151,"thầy nên tận tâm với sinh viên , lớp .",negative,hanh_vi
152,dạy rất tốt về ubuntu .,positive,ky_nang_giang_day
153,cách giảng của thầy rất hay .,positive,ky_nang_giang_day
154,quan tâm tới sinh viên vui vẻ .,positive,hanh_vi
155,giảng viên giảng bài rất dễ hiểu .,positive,ky_nang_giang_day
156,"thầy dạy dễ hiểu , nhiệt tình với sinh viên .",positive,ky_nang_giang_day
157,"thực hành chỉ cần theo hình thức 2 , và gần như sinh viên cũng không cần thực hành nhiều trên trường , vì gần như không được hướng dẫn nhiều ở các buổi thực hành .",negative,kinh_nghiem
158,giảng tận tình vui vẻ .,positive,ky_nang_giang_day
159,thầy nên demo các mạch bằng protues .,negative,ky_nang_giang_day
160,dạy rất chi tiết và đầy đủ những kiến thức quan trọng .,positive,ky_nang_giang_day
161,phòng lab tốt hơn .,positive,thiet_bi_day_hoc
162,"cung cấp và thường xuyên cập nhật thêm tài liệu về môn học nhiều hơn , sử dụng giờ lên lớp hiệu quả hơn .",negative,ky_nang_giang_day
163,"giảng viên vui vẻ , giảng dạy tận tâm , đến lớp đầy đủ đúng giờ .",positive,ky_nang_giang_day
164,mọi thứ đều tốt và giảng dạy dễ hiểu .,positive,ky_nang_giang_day
165,"giảng viên truyền đạt kiến thức tốt , có nhiều kinh nghiệm , có thể giải đáp được thắc mắc của sinh viên .",positive,ky_nang_giang_day
166,rất nhiệt tình coloncontemn .,positive,hanh_vi
167,thầy dạy rất hay giải nhiều bài tập .,positive,ky_nang_giang_day
168,"thầy cần quyết đoán hơn , chuẩn bị kỹ tài liệu và dạy nhanh , đủ hơn chút .",positive,de_xuat
169,"nhiệt tình , tận tâm , giảng dễ hiểu , nghiêm túc , đúng giờ .",positive,ky_nang_giang_day
170,"thầy rất sôi nổi trong giảng dạy , em rất thích phong cách dạy của thầy .",positive,hanh_vi
171,slide đẹp .,positive,cung_cap_tai_lieu
172,"không nên đánh giá tập trung vào một bài thi cuối kỳ duy nhất , chia thành nhiều phần doubledot 60% kiến thức ai doubledot trong đó có thể kiểm tra giấy như hiện nay bài tập lớn 40% một đồ án vận dụng trí tuệ nhân tạo ( ai ) bài thi cuối kỳ không đảm bảo đánh giá đúng chất lượng sinh viên doubledot đề thi cho những câu dễ , chỉ mất thời gian để trình bày hơn là thời gian suy nghĩ .",negative,bai_tap
173,"thầy nhiệt tình , vui vẻ , giảng dạy kỹ những phần quan trọng .",positive,ky_nang_giang_day
174,"mơ hồ , không chi tiết .",negative,noi_chung
175,cô thoải mái .,positive,hanh_vi
176,cô đẹp colonsmile .,positive,noi_chung
177,thầy giảng rất kỹ từng bài tập .,positive,ky_nang_giang_day
178,rất nhiệt tình và tâm huyết .,positive,hanh_vi
179,"giáo viên truyền đạt kiến thức đầy đủ , dễ hiểu , nhiệt tình giảng dạy .",positive,hanh_vi
180,kiến thức này liệu có chắc là cơ bản và được cập nhật phù hợp với dân it hiện nay chưa .,negative,kien_thuc
181,đôi khi hơi nhàm chán .,negative,noi_chung
182,"thầy nhiệt tình , giảng kỹ , tận tâm với sinh viên .",positive,hanh_vi
183,"cung cấp cho sinh viên biết được mục đích và công dụng thực tiễn của môn học vào thực tế nghề nghiệp , thêm các ví dụ liên quan tới cách áp dụng môn học vào nghề nghiệp tương lai chứ không dừng ở việc lấy ví dụ cho bài giảng .",positive,kinh_nghiem
184,bài tập đầy đủ lý thuyết dễ hiểu .,positive,bai_tap
185,"vui tính , hòa đồng với sinh viên .",positive,hanh_vi
186,"giảng viên yêu cầu quá nhiều về việc hoàn thiện đồ án môn học , việc chấm chéo đồ án giữa các nhóm không hợp lý và không cần thiết .",negative,bai_tap
187,"giảng viên nhiệt tình , có kỹ năng truyền đạt tốt .",positive,ky_nang_giang_day
188,cơ sở vật chất của trường còn khá kém và thiếu các hoạt động ngoại khóa .,negative,chuong_trinh_hoc
189,"dạy nhiệt tình , khách quan .",positive,ky_nang_giang_day
190,"cô nhiệt tình , giảng dạy tốt , quan tâm tất cả học sinh .",positive,hanh_vi
191,nhưng lớp trường lại chậm trể trong việc đưa về cho sinh viên thế nên cần phân bổ tài liệu trực tiếp cho sinh viên .,negative,cung_cap_tai_lieu
192,tệ .,negative,noi_chung
193,tồi tệ .,negative,noi_chung
194,"giảng viên dạy rất nhiệt tình , và luôn sẵn sàng giúp đỡ giải bài tập và trả lời các câu hỏi của từng bạn sinh viên .",positive,hanh_vi
195,giảng viên giảng dễ hiểu .,positive,ky_nang_giang_day
196,khả năng truyền đạt còn kém .,negative,ky_nang_giang_day
197,"thầy rất nhiệt tình , thẳng thắn .",positive,hanh_vi
198,hay la mắng sinh viên khi làm bài tập không đúng .,negative,hanh_vi
199,thầy nên tạo điều kiện cho sinh viên lên bảng làm bài tập để biết phần nào còn yếu .,neutral,bai_tap
200,"giảng viên dạy chậm giúp sinh viên theo kịp tiến độ , có sự tưởng tác nhiều giữa cả giảng viên và sinh viên , ví dụ minh họa bài tập phong phú sau mỗi phần lý thuyết giúp sinh viên nắm rõ bài .",positive,ky_nang_giang_day
201,cần có giáo trình và đề cương chi tiết .,negative,cung_cap_tai_lieu
202,không quan tâm đến học sinh .,negative,hanh_vi
203,thầy dạy hay dễ hiểu slide đáp ứng đủ để sinh viên hiểu về bài .,positive,cung_cap_tai_lieu
204,chưa nói đến sinh viên tự tra .,negative,noi_chung
205,"cô giảng dạy có tâm và nhiệt tình giúp đỡ sinh viên , giúp sinh viên hiểu sâu và vận dụng các vấn đề đã học vào thực tiễn .",positive,kinh_nghiem
206,"vào lớp muộn , ra trễ làm ảnh hưởng tới các hoạt động khác của sinh viên .",negative,hanh_vi
207,chỉ có học lý thuyết .,negative,kinh_nghiem
208,"do môn còn mới nên nhiều vấn đề trục trặc trong quá trình thực hành thầy vẫn chưa giải quyết được , nhưng vẫn rất ủng hộ thầy .",negative,hanh_vi
209,thầy chưa có sự hướng dẫn cụ thể .,negative,ky_nang_giang_day
210,"thầy vui tính , hòa đồng với sinh viên , giúp sinh viên tự chủ trong học tập .",positive,hanh_vi
211,"đúng chất "" anh "" thầy .",positive,hanh_vi
212,giảng viên chu đáo nhiệt tình .,positive,hanh_vi
213,bài tập thực hành sát với lý thuyết .,positive,bai_tap
214,cô giáo nhiệt tình giảng bài dễ hiểu .,positive,hanh_vi
215,"thầy rất tận tâm nhiệt tình , quan tâm đến sinh viên , giảng bài dễ hiểu , kiến thức sâu rộng am hiểu cao .",positive,kien_thuc
216,"em không học lớp này , không hiểu sao trong danh sách khảo sát của em lại có lớp này với giảng viên này .",negative,noi_chung
217,lên lớp trễ 5 - 10 phút .,negative,hanh_vi
218,"ít giảng bài cho sinh viên , sinh viên thắc mắc không được giải đáp cặn kẽ , rất mơ hồ .",negative,ky_nang_giang_day
219,"cô dạy tận tâm , nhưng cách dạy nặng về ngữ pháp nên nhàm chán .",negative,ky_nang_giang_day
220,thầy rất quan tâm đến khó khăn gặp phải của sinh viên trong lúc thực hành .,positive,hanh_vi
221,"có một điều rất bất cập là tiến độ của thực hành đi trước lý thuyết rất nhiều , thực hành đã qua từ rất lâu trong quá trình thực hành thì việc tìm hiều thông tin , tiếp thu rất khó khăn , một thời gian sau , gần hết học kỳ thì lý thuyết mới dạy tới phần đó .",negative,chuong_trinh_hoc
222,làm nhiều bài tập hơn nữa .,negative,bai_tap
223,"thầy giảng bài kỹ , cho bài tập hay .",positive,bai_tap
224,thầy giảng chưa sâu !,negative,ky_nang_giang_day
225,thầy rất giỏi và nhiệt tình .,positive,hanh_vi
226,trời nóng .,negative,noi_chung
227,đề cương môn học chưa được cập nhật cho sinh viên .,negative,chuong_trinh_hoc
228,"phương pháp giảng dạy tiên tiến , giờ học vui .",positive,ky_nang_giang_day
229,cô dạy nhiệt tình chuyên môn cao .,positive,kien_thuc
230,"em có phản ánh thế này doubledot thực hành là học cách tuần , trong khi đó thì bài thực hành mỗi tuần mỗi khác .",negative,bai_tap
231,"thầy rất tâm huyết trong việc truyền đạt kinh nghiệm , luôn nhắc nhở sinh viên ý thức về việc học của mình .",positive,hanh_vi
232,phân chia nhóm thực hành không hợp lý và thầy cũng không quan tâm .,negative,hanh_vi
233,kết hợp thực tế trong giảng dạy .,positive,kinh_nghiem
234,giảng dạy và cho làm bài tập đúng với chương trình và thực lực của sinh viên .,positive,ky_nang_giang_day
235,"giáo viên vui vẻ , thân thiện .",positive,hanh_vi
236,"ví dụ nhiều , ôn tập kỹ .",positive,kinh_nghiem
237,"giảng dạy quoa loa , thiếu nhiệt tình , chương trình học hoàn toàn không ăn khớp với lý thuyết .",negative,ky_nang_giang_day
238,thầy wzjwz8 dạy rất nhiệt tình và dễ hiểu .,positive,hanh_vi
239,"giáo viên tận dụng giờ lên lớp hiệu quả , lên lớp đúng giờ .",positive,ky_nang_giang_day
240,thầy cô chưa đưa nhiều vấn đề xã hội vào .,negative,chuong_trinh_hoc
241,"giáo viên nhiệt tình , tâm huyết , khả năng truyền đạt tốt .",positive,ky_nang_giang_day
242,thầy hứa sẽ up điểm giữa kỳ sớm mà điểm giữa kỳ thì tới giờ này vẫn chưa có ?,negative,hanh_vi
243,thầy giảng dễ hiểu và quan tâm học sinh .,positive,hanh_vi
244,bài tập giảng viên cho tại lớp đáp ứng nhu cầu của sinh viên .,positive,bai_tap
245,"giảng dạy hướng dẫn dễ hiểu , dễ tiếp thu .",positive,ky_nang_giang_day
246,cô giảng hướng dẫn nhiệt tình .,positive,hanh_vi
247,vui vẻ giảng dạy nhiệt tình .,positive,hanh_vi
248,"cô nhiệt tình , tận tâm , dạy dễ hiểu , quan tâm học sinh , lớp hoạt động sôi nổi , phát âm dễ nghe , dễ hiểu .",positive,ky_nang_giang_day
249,"những sinh viên được lòng giảng viên trên lớp sẽ qua môn một cách dễ dàng , còn những sinh viên còn lại chỉ cần sai sót nhỏ sẽ rớt môn .",negative,cham_diem
250,"khả năng truyền đạt tốt , dễ hiểu , nhiệt huyết , giảng hay .",positive,ky_nang_giang_day
251,thầy rất tận tâm .,positive,hanh_vi
252,thầy cần chủ động về thời gian .,negative,hanh_vi
253,"nhiệt tình dạy dễ hiểu , thân thiện hài hước .",positive,hanh_vi
254,không có sự thoải mái khi học tập .,negative,noi_chung
255,không dám ý kiến .,negative,noi_chung
256,"thầy rất tốt , và truyền đạt đầy đủ kiến thức tới sinh viên .",positive,kien_thuc
257,"thầy đảm bảo giờ lên lớp , nhiệt tình .",positive,hanh_vi
258,"tôi không đồng ý với cách giảng dạy của giáo viên , một bài mà giảng lúc tiếng anh , lúc tiếng việt khoe khả năng của mình và tôi nhận thấy kiến thức trong bài giảng đó tôi không thể nắm bắt được trên 50% .",negative,hanh_vi
259,cô dạy rất hay !,positive,ky_nang_giang_day
260,"cô rất nhiệt tình và gửi nhiều tâm huyết trong giảng dạy , luôn hướng cho chúng em tiếp cận nhu cầu của doanh nghiệp .",positive,hanh_vi
261,"thầy giảng dễ hiểu , kiến thức thực hành phong phú lấy từ nhiều nguồn và dễ gần .",positive,kinh_nghiem
262,she's very sociable .,positive,hanh_vi
263,quá nhiệt tình .,positive,hanh_vi
264,"luôn giải đáp những thắc mắc sớm nhất có thể , mở thêm những buổi học ngoài tăng cường kiến thức .",positive,hanh_vi
265,nghiêm túc .,positive,hanh_vi
266,"thầy vui vẻ , tận tình .",positive,hanh_vi
267,hoạt động giảng dạy của giáo viên đưa ra quá cao so với trình độ học của lớp .,negative,ky_nang_giang_day
268,"tốt , vui .",positive,noi_chung
269,"trang bị máy chiếu mới , loa và micro của phòng học , máy tính mới cho phòng lab .",positive,thiet_bi_day_hoc
270,"thầy dạy chi tiết , dễ hiểu .",positive,ky_nang_giang_day
271,thầy không dạy nhưng báo trước rất sát giờ và thầy rất hay nghỉ dạy .,negative,ky_nang_giang_day
272,có nhiều phương pháp giảng dạy hay và nhiều cách giúp sinh viên hoàn thành bài tốt .,positive,bai_tap
273,theo đa số sinh viên đều cảm nhận được rằng giảng viên giảng bài khó hiểu .,negative,ky_nang_giang_day
274,thực hành chạy quá nhanh và khó hiểu .,negative,ky_nang_giang_day
275,thầy luôn thúc giục học sinh cố gắng trong học tập .,positive,hanh_vi
276,"giảng viên nên cho số lượng bài tập vừa phải , giải chậm và sâu ở mỗi dạng toán đặc biệt là những dạng toán khó .",negative,ky_nang_giang_day
277,thầy dạy tận tâm và nhiệt tình .,positive,hanh_vi
278,"giảng viên giảng bài còn mơ hồ , phức tạp .",negative,ky_nang_giang_day
279,hay và bổ ích .,positive,noi_chung
280,"slide hay , giáo viên nhiệt tình .",positive,hanh_vi
281,"dạy hay , nhiệt tình .",positive,hanh_vi
282,"lên lớp đúng giờ , dạy dễ hiểu .",positive,hanh_vi
283,"giảng viên nhiệt tình , tạo nhiều hoạt động cho sinh viên tham gia nhằm nâng cao khả năng ngôn ngữ .",positive,hanh_vi
284,"kiến thức thầy rộng , tận tình với học sinh như anh em .",positive,hanh_vi
285,"em thích cách dạy của thầy , làm bài tập sau khi giảng xong lý thuyết cho sinh viên có thể nhớ ngay hôm ấy không cần về nhà coi lại bài .",positive,bai_tap
286,"cô vui vẻ , tận tâm , nhiệt tình giúp đỡ sinh viên .",positive,hanh_vi
287,cần có nhiều giờ thực hành hơn !,positive,de_xuat
288,"rất hài lòng , thầy dạy khá hay , cũng rất vui trong lúc học .",positive,ky_nang_giang_day
289,"cô dạy rất dễ hiểu , tận tâm .",positive,hanh_vi
290,"tận tâm , đi đúng giờ .",positive,hanh_vi
291,"nghỉ nhiều , khả năng truyền đạt chưa cao , chưa thực sự làm môn học thu hút .",negative,ky_nang_giang_day
