sentence,sentiment,topic
có nhiều thời gian bị chết trong lúc học .,0,2
"ban đầu thì em có vẻ không hài lòng lắm về giáo viên khi học môn này , nhưng sau một khoảng thời gian thì thấy cũng ổn .",2,0
"mặc dù là một môn lý thuyết nhưng thầy giảng bài rất sáng tạo và đổi mới , làm cho sinh viên có hứng thú với môn học .",0,0
"nên thay đổi việc làm đồ án cuối kỳ doubledot không nên cho sinh viên làm đồ án tự do nữa quản lý , game , nghe nhạc vdotv mà giảng viên nên ra một đồ án có chủ đề thống nhất .",0,1
"cô giáo nhiệt tình , tận tâm , giảng hay và dễ hiểu , tuyệt vời .",2,0
giáo viên còn nhiệt tình trả lời các câu hỏi thắc mắc của sinh viên đưa ra .,2,0
giảm bớt số lượng nội dung của môn học .,0,1
hơi khó khăn với sinh viên về vấn đề bài tập cũng như thi cử .,0,0
"giảng viên nghỉ phải thông báo cho sinh viên trước , vì môn học thầy luôn điểm danh nhưng thầy lại không lên lớp thường xuyên , bắt sinh viên phải chờ rồi ra về thường xuyên .",0,0
"giảng viên nhiệt tình , hoạt động sôi nổi .",2,0
môn học lý thuyết rất nhiều .,0,1
liên hệ thực tế nhiều hơn .,0,1
slide sử dụng rất chi tiết .,2,1
"thầy dạy dễ hiểu , tận tâm nhiệt tình với sinh viên .",2,0
"phân chia nhóm , hoạt động nhóm .",1,0
"cô vui tính , hiểu tâm lý sinh viên nên giảng bài rất dễ hiểu .",2,0
"thầy có tạo điều kiện cho chúng em thuyết trình về đồ án môn học , nhưng khi chúng em thuyết trình về nội dung doubledot "" giới thiệu về hệ thống nhúng và vai trò cũng như các ngành ứng dụng hệ thống nhúng "" .",1,0
nhiều khi làm bài tập mình không biết mình đang làm gì luôn .,0,1
anh dạy rất hay và thú vị .,2,0
giờ học thực hành bị trùng giờ học môn khác trên trường .,0,1
tốc độ giảng bài có chút nhanh nên đôi khi không theo kịp .,0,0
"thưa , em thực sự rất hài lòng về mức độ bài giảng .",2,0
giáo viên nhiệt tình giúp học sinh những phần học sinh không hiểu giáo viên dạy dễ hiểu .,2,0
thầy dạy rất dễ hiểu và rất quý sinh viên .,2,0
"giảng hay , trọng tâm .",2,0
"đúng là anh văn rất cần thiết chúng nhưng đó không phải là những gì sinh viên chúng em cần cho một môn ngoại ngữ , chúng em cần là cảm giác thích thú khi học tiếng anh .",0,1
"giảng viên giảng dạy nhiệt tình , phương pháp dạy hay , chỉ dẫn hiệu quả , bài tập làm nhiều .",2,0
nhiều khi cô giảng hơi nhanh .,0,0
"giảng viên nhiệt tình , có kiến thức sâu về môn học .",2,0
nhất là những bạn nhỏ đến lớn chưa chơi game bao giờ .,1,0
giảng viên cần cải thiện thêm cách truyền đạt .,0,0
"tận tâm giúp đỡ học sinh , giải đáp thắc mắc .",2,0
giảng dạy nhiệt tình .,2,0
cần mở lớp thực hành phù hợp với lý thuyết .,0,1
em nghĩ nên bỏ môn này .,0,1
xinh .,2,3
giảng viên có trình độ chuyên môn rất tốt .,2,0
"thầy nên tập trung giảng giải thực hành , không nên tập trung vào việc cài đặt phần mềm .",0,0
nên thực hành theo hình thức 2 .,0,1
"không biết thầy nào dạy chính thức , thầy nào dạy cũng nhiệt tình .",2,0
thầy dạy có tâm huyết .,2,0
"cô giúp tụi em tìm ra , phát hiện lỗi và sửa lỗi trong quá trình thực hành .",2,0
không hài lòng gì cả .,0,3
em không ý kiến .,1,3
đừng dư quá nhiều .,0,3
các dụng cụ thực hành không được cung cấp đầy đủ .,0,2
cố rất nhiệt tình .,2,0
"thầy dạy hay , dễ hiểu , tìm nhiều bài tập và cách giảng hay cho học sinh hiểu và rất nhiệt tình .",2,0
cô hơi nóng tính .,0,0
thực tế với hiện trạng .,1,3
thầy tiết lộ đệ thi để sinh viên chuẩn bị trước .,0,0
"dạy dễ hiểu , sử dụng giờ lên lớp hiệu quả .",2,0
cần thay đổi phòng học để chất lượng được nâng cao hơn .,0,2
thầy không dạy thiếu micro nên nhiều lúc em phải đi mượn cho bằng được !,0,0
"thầy dạy nhiệt tình , rất thương sinh viên .",2,0
giảng viên không tâm huyết trong việc dạy học .,0,0
máy chiếu và dàn loa không đáp ứng được .,0,2
"nhiệt tình , giảng dạy hiệu quả .",2,0
cô đẹp colonlove .,2,0
"giảng dạy rất tận tình , giải đáp mọi thắc mắc của sinh viên .",2,0
giảng viên dạy kỹ .,2,0
cô có thể giảng chậm lại sinh viên sẽ dễ tiếp thu bài học hơn .,0,0
"cô vui tính , quan tâm tới học sinh .",2,0
kiến thức môn anh văn được đáp ứng nhưng không thực tế .,0,1
"thầy khá vui tính , kiến thức môn học rất hấp dẫn và thu hút .",2,0
"tậm tâm , nhiệt tình , năng động , công bằng .",2,0
giảng viên rất có tâm huyết và giảng bài hay .,2,0
thầy cho bài tập nhưng không kiểm tra có làm hay không dẫn đến sinh viên hơi lười .,0,0
giảng viên dạy dễ hiểu nhiệt tình .,2,0
"không nhiệt tình , chưa cập nhật cái mới trong bài giảng .",0,0
"nhiệt tình , dễ chịu .",2,0
khả năng truyền tải kiến thức .,1,0
"máy chiếu phòng học quà mờ , đề nghị nên thay đổi .",0,2
"giảng viên nhiệt tình , có chăm lo kiến thức cho học sinh , dạy kiến thức nhanh chóng nắm bắt .",2,0
cần thêm phần dạy lập trình căn bản bằng ngôn ngữ c .,0,1
qua môn học này tôi còn không biết được mình học được những gì .,0,1
"nhiệt tình , giúp đỡ sinh viên hết mức .",2,0
thầy dạy thú vị nói chung là ok .,2,0
"nên chia thành nhiều phần để đánh giá sinh viên chứ không tập trung vào cuối kỳ doubledot 50% giành cho kiến thức cơ bản, một hình thức nào đó để buộc sinh phải có kiến thức về dotnet nắm về nguyên lý của nó , về cách tổ chức , cách thiết kế và sử dụng .",0,1
"giảng viên giảng dễ hiệu , tận tình .",2,0
cách giảng dạy có hiệu quả giúp sinh viên hiểu được vấn đề về chiều sâu hơn .,2,0
thêm nhiều thời gian .,0,1
nghỉ học nhưng không thông báo cho sinh viên biết .,0,0
nhiệt tình và đưa nhiều ví dụ .,2,0
nội dung giảng dạy lan man không sát môn học mật mã .,0,1
hoặc có thể cho cùng một giảng viên phụ trách lý thuyết và thực hành cho mỗi lớp .,0,1
đôi khi giảng nhanh làm sinh viên chưa kịp tiếp thu .,0,0
thầy chưa chú trọng đến nội dung cũng như cách truyền đạt cho sinh viên .,0,0
listening .,1,3
nội dung thực hành nên bám sát với lý thuyết .,0,1
chưa tìm ra .,1,3
vui vẻ giảng dạy nhiệt tình .,2,0
"các khoa khác đều có điểm thi giữa kỳ môn vậy rồi mà sao giờ này , gần thi cuối kỳ rồi mà khoa wzjwz12 chưa có điểm .",0,1
"nhiệt tình , luôn đảm bảo giờ giấc sinh hoạt ở lớp .",2,0
"đảm bảo giờ lên lớp , tài liệu đầy đủ .",2,0
nên tạo động lực để sinh viên tham gia năng nổ đóng góp buổi học .,0,0
bài về nhà quá khó .,0,1
"học lý thuyết thầy nhiệt tình giảng , nhưng khả năng truyền đạt chưa cao , sinh viên chú ý nghe thì cũng hiểu bài rất ít .",0,0
giảng viên giải thích một số ví dụ mẫu chưa rõ ràng .,0,0
mong thầy giảng bài kỹ hơn .,0,0
cô nên giảng bài nhiều hơn .,0,0
có buổi hướng dẫn cho sinh viên trước khi làm đồ án .,2,1
"không ý kiến , phương pháp của thấy rất hài lòng ạ .",2,0
"tác phong làm việc nghiêm túc , chuyên nghiệp .",2,0
tìm mọi cách hướng dẫn học hiệu quả nhất cho lớp và cung cấp đủ mọi tài liệu cho các bạn tham khảo và làm bàu tập tại lớp cũng như ở nhà .,2,0
cô dạy tốt nhưng mình bỏ thi nên mình điểm thấp .,0,0
"giáo viên tận tâm , nhiệt tình , dễ tính .",2,0
"giảng viên rất vui vẻ , phương pháp của thầy giúp sinh viên chủ động học tập .",2,0
"thầy nên dạy kỹ , và chậm hơn để sinh viên dễ tiếp thu .",0,0
cô làm việc rất có trách nhiệm .,2,0
thầy dạy rất tận tình .,2,0
thầy nên giảnh nhiều hơn và bài tập ít lại nhưng chất lượng hơn .,0,0
giảng viên đúng giờ .,2,0
giảng viên cho bài tập về nhà để không quên bài .,2,0
hầu như không có vấn đề gì không hài lòng .,1,3
"giảng viên hoàn toàn không trả lời thích đáng các câu hỏi , thắc mắc được đặt ra của sinh viên .",0,0
cần làm nhiều bài tập hơn .,0,1
thầy cô dạy cho về quá sớm .,0,0
một số phần kiến thức bị bỏ qua do không đủ thời gian .,0,1
nếu kết thúc thực hành sớm .,1,3
chúc thầy vui và sống khỏe .,2,0
lên lớp và giảng dạy hiệu quả .,2,0
thầy duy giảng dạy rất hiệu quả và nhiệt tình .,2,0
nâng cao chất lượng máy chiếu và quạt .,0,2
kiểm tra trên lớp nhiều hơn .,0,1
cô gọi sinh viên nhiều để giải bài .,2,0
giảng viên nên làm từng bước chi tiết hơn là chiếu slide rồi nói .,0,0
"cô dễ chịu , dạy kỹ .",2,0
"thầy giảng dạy , đưa ra các câu hỏi rất sát với đề tài các nhóm , giúp chúng em có nhiều kiến thức hơn về đề tài của các nhóm .",2,0
cô dễ gắt lên với sinh viên .,0,0
"không được tận tâm , nhiệt tình .",0,0
tạo ra môi trường để sinh viên có cơ hội thực tập khả năng thuyết trình .,2,1
"giảng dạy nhiệt tình , vui vẻ , hài hước tạo cảm giác hứng thú cho sinh viên trong giờ học .",2,0
ra thêm những bài tập khó hoặc lạ giúp học sinh kiếm thêm điểm để tăng hứng thú môn học khuyến khích hoạt động phát biểu trong giờ học .,0,1
thầy ôn rất kỹ .,2,0
"giảng dạy kỹ , trình bày logic .",2,0
"giảng dạy rất nhiệt tình , cung cấp tài liệu đầy đủ .",2,0
mong rằng cô sẽ điều chỉnh để sinh viên có thể dễ dàng theo dõi bài giảng hơn .,0,0
theo em thì thầy hơi thụ động một tí .,0,0
hiện tại thực hành môn này chỉ mang tính chất làm quen các thiết bị .,0,1
"thầy dạy nhiệt tình , mong được học thầy những kỳ sau colonsmilesmile .",2,0
và thầy lại tiếp tục làm công việc của thầy .,0,0
chuẩn bị bài giảng hoặc bài tập thật kỹ trước khi lên lớp giảng dạy .,0,0
"mặc dù em hiểu có thể là do môn học này quá rộng nên việc làm seminar thì hợp , nhưng thầy cũng có thể chọn một vài buổi để dạy cái cốt lõi phổ biến trong bộ framework đó chẳng hạn .",0,0
giảng bài hơi chậm .,0,0
"cô dạy không có thể chê được bất kỳ điểm nào , vừa nói chuyện vui mà lại đây hay .",2,0
"thầy dạy hơi nhanh , ít quan tâm đến việc học sinh có hiểu bài trên lớp hay không mà thầy cho bài tập khá nhiều .",0,0
"làm debate nhiều , còn học về giáo trình rất ít .",0,0
nên chỉ có một giảng viên phụ trách một lớp .,0,0
"thầy giảng bài dễ hiểu , vui tính , sẵn sàng giải đáp thắc mắc của sinh viên .",2,0
đưa ra các chỉ tiêu tính điểm cụ thể .,0,1
đồng thời giảng viên nên tổ chức ôn tập ở một hai buổi học để sinh viên cũng cố bài đã qua và hoàn thiện kiến thức .,0,0
"giảng viên vui tính , hài hước .",2,0
thầy giảng hơi nhanh .,0,0
thầy rất nhiệt tình hướng dẫn trong khi thực hành .,2,0
cô rất thân thiện .,2,0
"cô vui tính , nhiệt tình .",2,0
khả năng truyền đạt còn kém .,0,0
thầy dạy giỏi chu đáo .,2,0
bài giảng thực hành rất chi tiết .,2,1
"cô giảng dạy nhiệt tình , giúp sinh viên hiểu rõ kiến thức .",2,0
"giảng viên thân thiện , hoà đồng , khả năng truyền đạt tốt .",2,0
cô dạy rất hay và rất thực tế bài học .,2,0
để học sinh của mình không có gì sau kết thúc môn phải chăng đó không là thất bại !,0,0
có lịch học bù đã tự sắp .,2,3
cô rất vui vẻ .,2,0
học anh văn không nên quá theo một khuôn mẫu .,0,1
giảng viên nhiệt tình và vui tính .,2,0
giảng viên nhiệt tình với sinh viên .,2,0
cô hướng dẫn rất nhiệt tình .,2,0
kiểm tra với mức độ vừa phải với yêu cầu của môn học !,0,1
học dễ hiểu .,2,0
"cô dạy tận tình , đưa nhiều kiến thức cho sinh viên .",2,0
bài giảng sinh động có hứng thú với sinh viên đến lớp .,2,1
"cô dễ thương , dễ tính , giảng dễ hiểu .",2,0
"thầy cực kỳ tận tâm nhiệt tình , giảng bài rất dễ nhớ .",2,0
các nhóm có cùng đề tài 'abc' cùng vào báo cáo một lượt cho lẹ !,0,1
"giảng viên giảng bài không tạo được sự hứng thú cho sinh viên khi học , nên thường phải áp dụng phương pháp của các giáo viên dạy môn chính trị như doubledot không cho sử dụng điện thoại , laptop trong lớp , điểm danh hoặc gọi tên để trả lời câu hỏi .",0,0
"thầy tận tình , có cách giảng giải sinh động và chủ động trong việc tìm hiểu sinh viên .",2,0
"thầy đưa ra phương pháp làm bài cụ thể , dễ hiểu .",2,0
thầy giảng rất hay !,2,0
ân cần giải đáp thắc mắc của sinh viên .,2,0
"tiết giảng hơi khô khan , nhàm chán .",0,0
"một số bài thầy giảng còn khó hiểu , ít sát thực hành và ít sửa bài tập về nhà .",0,0
"phong cách giảng dạy tốt , không buồn ngủ , tiếp thu bài tốt .",2,0
giảng viên cho về sớm hơn giờ quy định .,0,0
giảng viên không có kỹ năng sư phạm cao .,0,0
"chất lượng phòng lab kém , nhiều máy không sử dụng được hoặc phần mềm bị lỗi , không thực hành được .",0,2
nên xác định điểm quá trình tốt hơn tránh để gian lận .,0,0
giảng viên dạy tận tâm dễ hiểu .,2,0
trao đổi bài học tại lớp rất sôi động .,2,0
em nghĩ là cô truyền cảm hứng rất hay .,2,0
"cô giảng rất đều tai , rất dễ buồn ngủ .",0,0
vui tính dạy khá dễ hiểu .,2,0
chúng em không thực sự biết rằng những gì các bạn đang thuyết trình là đúng thực tế hay không !,0,0
thầy dạy rất có tâm huyết .,2,0
"cần phân bố lại thời gian lên lớp , đừng kéo dài thời gian khi đã hết buổi học .",0,1
"cô giáo giảng dạy rất nhiệt tình , học sinh chăm chỉ được thưởng xứng dáng , học sinh lười biếng không đi học bị trừng phạt thẳng tay .",2,0
nâng cấp máy tính lên .,0,2
sự nhiệt tình giảng dạy của giảng viên .,1,0
giáo viên rất nhiệt tình với sinh viên .,2,0
"cô giảng dạy khiến sinh viên cảm thấy chán , buồn ngủ .",0,0
giảng dạy không hiệu quả .,0,0
thầy dạy có tâm và rất nhiệt tình .,2,0
"nên tăng thêm thời lượng về kỹ năng nghe , nói .",0,1
khiến sinh viên cảm thấy nản .,0,3
"tích cực , nhiệt huyết .",2,0
hy vọng có nhiều phương pháp mới để sinh viên hiểu sâu được vấn đề .,0,1
em rất quý cô cũng như toàn thể các giảng viên trong trường nhưng em phải nói với thầy một điều chân thành rằng em cảm thấy việc điểm danh khi đi học là không hiệu quả .,0,0
thời gian các tiết thực hành cần phân bổ phù hợp với thời gian lý thuyết vì thường thì những bài thực hành đi sớm hơn so với bài lý thuyết kể từ những tuần khoảng giữa nên giảng viên hỗ trợ thực hành không thể cho sinh viên thực hành phần đó .,0,1
"dạy ít , sinh viên chủ yếu nghe sinh viên báo cáo .",0,0
tận tâm với sinh viên và tạo mọi cơ hội cho tất cả sinh viên .,2,0
đảm bảo phần kiến thức cho sinh viên đạt được .,1,1
thầy chưa mấy nhiệt tình !,0,0
có đưa ra ví dụ cụ thể .,2,0
giảng dạy có logic và có sự chuyên tâm của giáo viên nên em không có ý kiến gì thêm .,2,0
giảng viên thường cho các hoạt động nhóm trong giờ học .,2,0
"giảng viên quá bận với công việc của mình , không đảm bảo được nội dung môn học , chưa cung cấp tài liệu liên quan đến môn học , chưa tận tâm .",0,0
"nhiệt tình , giảng dạy tốt .",2,0
giảng viên khá nhiệt tỉnh .,2,0
"truyện đạt kiến thức dễ hiểu dễ tiếp thu , gần gũi , nhiệt tình .",2,0
dù một tuần chỉ có 2 tiết nhưng thầy đã tận tình giảng dạy .,2,0
"giảng viên gần như không biết truyền đạt kiến thức sát với lý thuyết , ra bài tập không bám sát kiến thức .",0,0
phương pháp quan trọng là kiến thức chứ không phải điểm .,0,0
em mong thầy cô cho sinh viên nhiều mẫu câu thông dụng để sinh viên học thuộc từ đó rèn luyện phản xạ tự nhiên trong giao tiếp !,0,0
"thầy dạy hay , không khí vui vẻ và tận tình giải đáp mọi thắc mắc .",2,0
tương tác tốt với sinh viên ở trên lớp .,2,0
lên lớp muộn .,0,0
thầy dạy bằng tiếng anh .,1,0
"nên thay phòng thực hành , cho dù là hình thức 2 , có thể làm ở nhà nhưng lên phòng lab thì cũng phải có điều kiện để sinh viên làm các bước cơ bản thì về nhà mới nhanh chóng triển khai các bước tiếp theo được .",0,2
bài tập và tài liệu hướng dẫn học tập mà thầy cung cấp thực sự rất đầy đủ đối với em .,2,1
"giảng viên nhiệt tình , truyền lửa tốt cho sinh viên hứng thú học tập .",2,0
hơi nghiêm .,0,0
dạy toàn tiếng anh .,0,0
"thái độ chưa tốt khi sinh viên hỏi bài , chỉ có sinh viên giỏi mới dám hỏi vì thầy chỉ trả lời những câu khó .",0,0
"thầy có một nền tảng kiến thức rất phong phú , em được học rất nhiều từ thầy .",2,0
nên hướng dẫn giải các bài tập cơ bản của môn học .,0,0
"nội dung thực hành vào lý thuyết chưa khớp nhau , chưa truyền tải được nhiều kiến thức .",0,1
thầy nên giảng bài sinh động hơn thay vì ngồi một chỗ .,0,0
hình dung chưa ?,1,3
"giảng bài quá nhanh , ít bám sâu vào chương trình .",0,0
giảng viên không gây hứng thú cho sinh viên về bài giảng của mình .,0,0
"em còn tưởng những nội dung này chỉ có trong hội thảo về "" đa cấp "" .",0,1
"thầy dạy dễ hiểu , nắm rõ kiến thức .",2,0
"thầy thân thiện , nhiệt tình .",2,0
"nhìn chung cô dạy khá là nhanh bạn nào có tư duy , logic không được tốt thì sẽ không hiểu cô nói .",2,0
nhiệt tình trả lời các câu hỏi của sinh viên .,2,0
em cảm thấy không có gì không hài lòng cả vì thầy dạy hay .,2,0
"thầy tận tình , và thân thiện .",2,0
em nghỉ nên biên soạn lại .,0,1
"ngoài việc cho bài tập ra , thầy nên giải đáp cho các học sinh các bài tập khó nữa .",0,0
"mỗi một vấn đề đều phải dừng lại hỏi xem còn sinh viên nào có cách khác không , hay đơn giản là cách hiểu khác trên cùng một vấn đề .",1,3
tất cả điều hài lòng .,2,3
cô dễ thương siêu cute !,2,0
"giảng viên vui vẻ , hòa đồng với sinh viên , tạo cảm giác hứng thú học tập hơn .",2,0
"giảng viên hỗ trợ bài giảng , tài liệu tham khảo rất đầy đủ trên moodle .",2,0
thầy hướng dẫn rất tận tình .,2,0
cả hai thầy đều rất nhiệt tình .,2,0
"thầy giải đáp thắc mắc của sinh viên nhiệt tình và đầy đủ , kiến thức nhiều và phong phú .",2,0
trong học kỳ này vì nó không được cố định nên em và có thể nhiều bạn khác đã bỏ lỡ bài nộp .,0,1
thầy chưa tận tâm trong giảng dạy .,0,0
giảng viên dạy dễ hiểu .,2,0
nên hướng dẫn kỹ lưỡng vào những vấn đề trọng tâm .,0,0
"triển khai srum cho tổ hợp nhóm nhỏ chừng 15 người , 1 nhóm 5 người .",0,1
vì đôi khi tụi em theo bài không kịp .,0,3
cô tận tình thân thiện với sinh viên .,2,0
"thầy vui tính , rất tâm lý sinh viên .",2,0
nên phát hết các bài kiểm tra còn lại .,0,0
dạy kỹ căn bản rèn luyện cả 4 kỹ năng .,2,0
"tăng thời gian học , tiếp xúc với sinh viên nhiều hơn .",0,0
có trách nhiệm giảng dạy cho các học sinh hiểu về bài học .,2,0
bài tập cho cho đa dạng để sinh viên dễ dàng tiếp thu được nhiều loại bài tập và kiến thức khác nhau .,2,1
đôi lúc giảng viên nói quá nhỏ không thể nghe thấy rõ .,0,0
không nên quá chú trọng vào việc dạy học chạy kịp chương trình để thi mà quên đi khả năng tiếp thu của sinh viên .,0,1
thầy chấm và nhận xét đồ án rất chính xác .,2,0
"cô dạy rất hay , kỹ và nhiệt huyết .",2,0
dễ buồn ngủ .,0,0
"phòng thưc hành cần thường xuyên vệ sinh , sửa chữa thiết bị , bị lỏng , đứt , hay hư hỏng .",0,2
tích cực .,2,3
"tận tâm , nhiệt tình , tiết học vui vẻ dễ tiếp thu .",2,0
"giảng viên thường xuyên trao đổi tài liệu học tập , giảng viên tích cực .",2,0
sự nhiệt tình và tâm huyết khi giảng dạy của cô .,2,0
sự tận tâm .,2,3
nhưng vẫn đạt điểm cao .,0,1
đúng như vậy luôn hi hi .,1,3
phần thi nói giữa các lớp không thống nhất về hình thức và nội dung .,0,1
"nếu em muốn học , em sẽ lên lớp học .",1,3
"vui vẻ , giảng dạy tận tình .",2,0
"sửa chữa hoặc thay mới máy chiếu và loa nguyên nhân doubledot máy chiếu , chiếu hình ảnh bị nhạt màu , loa hay có trục trặc .",0,2
thầy khá bận nên thời gian lên lớp không nhiều .,0,0
"thầy thân thiện , nhiệt tình , giảng dễ hiểu .",2,0
"thầy năng nổ , nhiệt tình .",2,0
"trên slide có quá nhiều chữ ( có vẻ như thầy dịch từ tài liệu gốc là chính ) , và thầy đọc slide , giải thích định nghĩa nhiều nhưng rối và không có gì để hình dung làm cho sinh viên khó hình dung ra thầy đang giảng gì .",0,0
"giảng viên rất tận tâm , nhiệt tình , gần gũi sinh viên .",2,0
cách giảng dạy không tạo được nền tảng ban đầu để sinh viên tự lực trong một quãng đường dài .,0,0
"thầy giảng dạy nhiệt tình , cung cấp đầy đủ kiến thức .",2,0
"phòng lab thực hành cơ bản vẫn còn thiếu chất lượng , máy yếu , trường mình vẫn còn xài màn hình crt nản , mang danh trường công nghệ thông tin .",0,2
giảng viên cung cấp khá đầy đủ kiến thức .,2,0
giáo viên ít hướng dẫn bài tập về nhà .,2,0
khi nói xong một ý nên có khoảng nghỉ để người nghe kịp tiếp thu thì hiệu quả hơn .,0,0
"thầy chấm điểm khó , đề thi dài .",0,0
"cô dạy quá chi tiết ở một số mục , có một số mục em cảm thấy dễ nhưng cô lại dạy quá lâu ở mục đó làm cho tốn khá nhiều thời gian và gây chán nản .",0,0
liên hệ sát với thực tế .,2,1
mong nhà trường sắp xếp các phòng học yên tĩnh hơn .,0,2
khối lượng lý thuyết và thực hành phải học quá ôm đồm trong một môn học .,0,1
"cô nhiệt tình giảng bài , hỗ trợ sinh viên .",2,0
thầy hiền và nhiệt tình với sinh viên .,2,0
kiến thức môn học ứng dụng tốt cho công việc sau này .,2,1
"nên sử dụng giáo trình tiếng việt , nếu dùng tiếng anh thì nên dùng lúc ra đề luôn , tránh trường hợp anh việt lẫn lộn .",0,1
giảng viên hướng dẫn rất nhiệt tình và chi tiết .,2,0
cô dễ thương quá .,2,0
luôn giải đáp mọi thắc mắc của sinh viên .,2,0
thầy liên hệ khá nhiều về thực tiễn cuộc sống .,2,0
thầy là người rất nhiệt tình và quan tâm sinh viên !,2,0
"nhiều ví dụ minh hoạ , dễ hiểu .",2,0
thầy vui tính dạy dễ hiểu .,2,0
nên có thêm vài project nhỏ .,0,1
"dạy tốt , dễ hiểu .",2,1
"bồi dưỡng chuyên môn giáo viên phần phát âm , từ vựng .",0,0
"khả năng truyền đạt kiến thức của thầy chưa hay ( kém ) chưa lôi cuốn được sinh viên kể cả so sánh với em , một sinh viên năm 2 .",0,0
"cô nhiệt tình , giảng dạy dễ hiểu .",2,0
"các buổi học không liên tục , kiến thức kiểu chắp vá .",0,1
giảng dạy rất tốt .,2,0
không hiểu bài giảng .,0,3
giảng viên giảng dạy nhiệt tình .,2,0
hệ thống máy tính còn yếu kém .,0,2
cần được tăng cường thực hành và traning thêm môn học .,0,1
giảng bài kỹ .,2,0
cho làm bài tập vận dụng kiến thức thường xuyên .,2,0
"tận dụng tốt thời gian , nhiệt tình , hiền .",2,0
"giảng viên dạy kỹ , dễ hiểu .",2,0
thầy tôi dạy rất hay và chia sẻ rất nhiều .,2,0
thầy hiền nhiệt tình .,2,0
"thầy giảng khó hiểu , phương pháp giảng dạy cũ kỹ .",0,0
cô nói nhỏ và thường hay đứng trên bục rất khó để có thể hiểu .,0,0
"tận tâm giảng dạy nhiệt tình , tận tâm .",2,0
giáo viên giảng hơi khó hiểu ạ .,0,0
đề xuất nhà trường hằng tuần có một buổi lau dọn các bàn ghế này .,0,2
cần xác định rõ mục tiêu thực tế của môn học ứng dụng vào việc gì .,0,1
"giảng dạy ngắn gọn , súc tích , đánh vào phần trọng tâm .",2,0
giảng viên nên đảm bảo lên lớp đúng giờ và cập nhật bài giảng lên hệ thống moodle thường xuyên hơn .,0,0
"giáo trình hiện tại khá trừu tượng và khó hiểu , kiến thức khá khó với những lý thuyết căn bản mà sinh viên có thể hiểu .",0,1
