sentence,sentiment,topic
thầy nên hướng dẫn bài tập nhiều hơn và nên giải các bài khó .,0,0
"thiết kế và trình bày bài giảng mạch lạc , ngắn gọn , chi tiết giúp sinh viên dễ nắm bắt làm quen các khái niệm trong xác suất thống kê .",2,1
slide bài giảng đầy đủ .,2,1
"nâng cấp hệ thống phục vụ giảng dạy như loa , máy cassette .",0,2
cô dễ thương nhiệt tình .,2,0
hoạt động nhóm tốt giúp sinh viên tích cực .,2,0
rất thích cô wzjwz108 vì cô dạy hứng thú và hay .,2,0
"giảng viên tận tâm , nhiệt tình , giỏi .",2,0
cô dạy hay và có tâm .,2,0
thầy hòa đồng và thân thiện .,2,0
thầy giảng dạy rất tốt và tuyệt vời !,2,0
"thầy là một người sống rất có tâm , lại có vẻ bề ngoài đẹp trai , thầy rất hóm hỉnh và dí dỏm .",2,0
cô còn chưa thể tạo ra cho lớp học không khí sôi nổi trong học tập .,0,0
toàn giảng slide .,0,0
"cô nhiệt tình , hoà đồng với học sinh .",2,0
cô có nhiều cách dạy sáng tạo .,2,0
cần đưa ra những ứng dụng thực tế để có thể hiểu dễ dàng hơn .,0,1
giảng dạy đầy đủ đúng giờ .,2,0
"thầy rất nhiệt tình , giảng dễ hiểu .",2,0
"truyền đạt dễ hiểu , phương pháp giảng dạy hứng thú .",2,0
"giảng viên có khả năng truyền đạt tốt , hay tạo nhiều tình huống để sinh viên có thể bàn luận và luôn lắng nghe nguyện vọng của sinh viên .",2,0
"giảng viên sắp xếp lịch ở nhiều tiết không phù hợp ( tiết 2 - 3 , 3 - 4 , dot ) khiến rất nhiều sinh viên không tham gia được .",0,0
cô đưa ra nhiều phương án giải quyết khi sinh viên gặp vấn đề nào đó với đồ án !,2,0
"vui tính , khả năng truyền đạt kiến thức tốt .",2,0
"nội dung học vừa phải , không quá nặng cũng như không quá nhẹ .",2,1
thầy rất tận tâm tới từng nhóm để chỉ và slide bài giảng của thầy rất chi tiết đọc một đến hai lần có thể hiểu được các bước thực hành .,2,0
"giảng viên không tổng kết , bổ sung lại kiến thức sau mỗi buổi tự thuyết trình của sinh viên , nhiều chỗ còn khó hiểu và kiến thức chưa sâu .",0,0
cô giảng và dạy rất nhiệt tình .,2,0
"nội dung môn học quá nhiều so với thời lượng một học kỳ , môn trong toàn bộ chương trình đào tạo thì chỉ có duy nhất môn này liên quan đến tín hiệu số và là một phần khá quan trọng trong kỹ năng kiến thức cần có , nhưng thời lượng bố trí chỉ có một học kỳ và chỉ một môn , khiến nội dung phải nhồi nhét khá nhiều , kiến thức chỉ ở cơ bản và không thể chuyên sâu được .",0,1
lấy điểm bằng cách gọi lên bảng làm bài .,1,0
số lượng sinh viên trong một lớp quá lớn .,0,3
"thiếu tương tác với sinh viên , trong khi lớp chỉ 10 người nhưng thầy vẫn chưa nắm được tình hình học viên .",0,0
"đôi phần giảng viên nói nhanh , và sửa bài tập thì chữ ghi lại khá nhỏ ( ngồi xa bảng sẽ khó thấy ) .",0,0
"giảng viên tận tụy quan tâm học sinh và rất tâm lý , truyền đạt tốt , thực tiễn sinh động .",2,0
đề nghị thầy giảm béo .,0,0
vui nhộn trong giờ học .,2,1
khi gộp lại chương trình trở nên nhiều và rộng .,0,1
"em tham gia đầy đủ buổi học của lớp này , em không có một chút hài lòng về môn học này .",0,1
thầy rất nhiệt tình và tận tâm chỉ dạy .,2,0
giải đáp thắc mắc của sinh viên chưa tới nơi tới chốn .,0,0
chất lượng không tốt .,2,3
phương pháp giảng của thầy giúp chúng em nắm được kiến thức nhanh hơn và sâu hơn !,2,0
"cách giảng giải chi tiết , ví dụ dễ hiểu .",2,0
thầy vui vẻ và dạy dễ hiểu .,2,0
em mong nhà trường có thể đổi phòng học cho lớp em ạ .,0,2
"cô dạy hơi nhanh , cách nói của cô dễ gây áp lực .",0,0
"tận tâm , rất hữu ích .",2,0
quá cứng nhắc trong cách cho điểm .,0,0
giảng viên có kiến thức sâu rộng .,2,0
"giảng viên wzjwz78 rất nhiệt tình với sinh viên , nhưng cũng vì vậy mà dạy lan man , nhiều khi tạo cảm giác cho sinh viên là cô giảng không có sự chuẩn bị , nội dung không liền mạch , rất khó theo dõi .",0,0
thầy luôn lên lớp đầy đủ và đúng giờ .,2,0
môn học không bổ trợ cho sinh viên khả năng làm việc sau này .,0,1
cô luôn nhiệt tình giải thích một quan điểm rất cặn kẽ và dễ hiểu và ví dụ phù hợp với bài học !,2,0
"nhiều hoạt động nhóm sôi nổi , thoải mái và có hiệu quả .",2,0
thầy nên chia sẻ giáo trình với sinh viên .,0,0
phòng hội trường nóng nực .,0,2
"thầy nhiệt tình , cách giảng dạy gợi mở .",2,0
"thầy nhiệt tình , tận tâm quá mức .",2,0
thầy nên có deadline cụ thể cho từng bài lab .,0,0
tiếng anh nói còn phát âm sai .,0,0
giọng cô nghe dễ ngủ !,1,0
cần bỏ môn xác suất thống kê thay bằng học lập trình trực quan để sinh viên có thể dễ tiếp thu kiến thức .,0,1
cô nên cho nhiều bài tập để cho sinh viên làm hơn .,0,0
"không quan tâm , không hướng dẫn , hết !",0,0
"thầy tận tâm , nhiệt tình , truyền đạt nhiều kinh nghiệm quý báu trong học tập và cuộc sống .",2,0
"thầy dạy chi tiết , dễ hiểu .",2,0
"thầy dạy nhiệt tình , vui tính , sôi nổi trên lớp .",2,0
chấm điểm thi thực hành quá khắt khe .,0,0
không hài lòng là ở việc người dạy lý thuyết với người thực hành khác nhau .,0,1
"sáng 7h15 - 7h20 các cô lao công mới quét lớp , sàn nhà , mà cứ quét là hắt thẳng kể cả mặt sinh viên đang đi ở hành lang các nhà như không có ai , rất khó chịu cho các bạn sinh viên , nói ra với các cô sợ các cô buồn rồi hôm sau hắt mạnh tay hơn .",0,2
"đi đúng giờ , giảng bài đầy đủ .",2,0
"phương pháp học khiến sinh viên phải chủ động , em đã cải thiện rất nhiều khả năng nói của bản thân .",2,0
cần cho bài tập để học sinh vận dụng ở nhà ạ .,0,0
lớp khá nhiệt tình .,2,0
giảng viên bận rộn việc quản lý hơi nhiều nên giờ học không thật sự đầy đủ và ổn định .,0,0
nội dung thi khá nặng so với sinh viên không chuyên .,0,1
điểm danh không chính xác .,0,0
"dạy nhanh , không thể theo kịp .",0,0
"thầy trung thực thẳng thắng , ngay thẳng .",2,0
"giảng viên thực hành và lý thuyết đỗ lỗi cho nhau về chậm trễ bàn giao tài liệu , công cụ thực hành .",0,0
"cô dạy tận tình , vui vẻ và nhiệt tình .",2,0
giờ học thiếu sinh động .,0,3
"thực hành mạng cần cung cấp tài liệu thực hành trước , những câu hỏi trong thực hành cần cho sinh viên biết để tìm hiểu nghiên cứu trước chứ đến khi thực hành mới cho biết để nghiên cứu thật sự không hiểu quả .",0,1
thầy rất nhiệt tình và tận tình chỉ dạy .,2,0
lòng nhiệt huyết .,2,0
"có thêm giảng viên hổ trợ , giúp học dễ dàng và dễ hiểu .",2,0
"giảng dạy nhiệt tình , ví dụ dễ hiểu , phương pháp dạy tốt .",2,0
đôi khi để giờ trống nhiều .,0,1
em đề nghị đổi phòng học .,0,2
cô dạy rất dễ hiểu dễ làm .,2,0
sinh viên chưa thể hình dung và tiếp thu hết được tất cả nội dung .,0,1
"có lẽ là "" top giảng viên dạy dễ hiểu nhất đó giờ "" mà em từng học .",2,0
"mong nhà trường luôn cập nhật giáo trình giảng dạy phù hợp , nên phân bổ thời gian nhiều hơn cho hoạt động giao tiếp trên lớp .",0,1
"nhiệt tình , kiến thức rất chuẩn , vui vẻ , dễ gần .",2,0
"thầy dạy dễ hiểu , vui tính .",2,0
cô dạy chưa hay lắm !,0,0
cảm ơn thầy rất nhiều !,2,0
"giảng viên thực hành và giảng viên lý thuyết không liên hệ với nhau dẫn đến không thống nhất nội dung bài học , mỗi người dạy một phần khác nhau .",0,0
"thầy dạy vui , thực tế .",2,0
đi trễ giờ và lố thời gian và không theo khung giờ trong thời khóa biểu .,0,0
"khá gần gũi với sinh viên , vui tính , nhiệt tình .",2,0
thầy dạy dễ tiếp thu kiến thức .,2,0
giảng viên hướng dẫn anh fraction chị phương pháp học tập chủ động và tạo động cơ học tập suốt đời .,2,0
"đồng ý là sinh viên thì tự học là chính , giảng viên là người hướng dẫn , nhưng mà tại lớp này giảng viên chẳng hướng dẫn được gì , cứ thao thao bất tuyệt đọc slide trên lớp xong về việc này tự sinh viên chúng em cũng làm được , giảng dạy kho hiểu , khô khan , demo không rõ ràng .",0,0
tác phong chuyên nghiệp .,2,0
cách dạy của thầy .,1,0
giảng hay đi đúng trọng tâm .,2,0
"thầy wzjwz61 thường xuyên đi trễ cho tan học sớm , sử dụng giờ lên lớp không hiệu quả .",0,0
"nhiệt tình , vui vẻ , chia sẻ kinh nghiệm học .",2,0
"giảng hay , bài tập đa dạng .",2,0
"nhiệt tình trong giảng dạy , vui vẻ , hòa đồng với sinh viên .",2,0
nên bỏ thực hành hình thức 2 đối với môn này .,0,1
"mỗi buổi thực hành sinh viên chỉ có nhiệm vụ download bài tập từ courses và tự làm , giảng viên không giảng nội dung thực hành cho sinh viên hiểu , chỉ khi sinh viên hỏi thì mới trả lời , mỗi buổi học thực hành , giảng viên cần phải giới thiệu sơ về bài học , mục tiêu và kết quả sinh viên sẽ học được gì .",0,1
giáo viên chọn đồ án môn học bám sát với nội dung môn học .,2,0
giảng viên demo ví dụ rõ ràng .,2,0
thầy luôn hướng dẫn sinh viên làm bài tập bằng nhiều phương pháp khác nhau kể cả cách ngắn .,2,0
tuy nhiên môn học khá khó nên lớp hiểu không hết kiến thức trong bài học được .,0,1
cô rất hòa đông giảng dạy rất dễ hiểu .,2,0
"thầy cần quan tâm tới lớp hơn , hơn nữa nhiều lúc thầy cũng đi trễ , trong khi các bạn đi trễ quá 15 phút thì thầy khóa cửa và không cho vào nữa , trong khi môn học này sinh viên chỉ lên hỏi cách làm bài tập thầy giao chứ thầy không có hướng dẫn làm .",0,0
chưa có sức thu hút .,0,0
cả lớp đều nói là giảng viên chưa hướng dẫn mà giảng viên nói là hướng dẫn rồi .,0,0
giảng viên tới lớp hơi trễ .,0,0
cần được rút kinh nghiệm .,0,3
em học it002dotf23 thực hành 2 chứ không phải thực hành 1 .,0,3
thầy dạy ok .,2,0
nên đầu tư nhiều đầu sách tiếng anh cho thư viện trường .,0,1
cuối cùng sinh viên đóng tiền các tín chỉ học thực hành theo hình thức 2 nhưng thực tế chẳng được học một phút nào .,0,1
"thầy giảng dễ hiểu , vui tính .",2,0
các phòng máy cần được trang bị các phần mềm hỗ trợ cho môn học phù hợp .,0,2
phòng học thiếu quạt máy chiếu mờ em xin cám ơn .,0,2
thây dạy rất nhiệt tình và dễ hiểu .,2,0
"chứ chép bài tập rất mất thời gian , đã thế mỗi lần chép là mấy chụp bài !",0,1
dạy khó colonsmile .,0,0
"thầy dạy tốt , vấn đáp được nhiều thắc mắc của sinh viên .",2,0
"giảng viên rất nhiệt tình , sôi nổi , có tâm với sinh viên .",2,0
không có bài tập làm thêm .,0,0
"thầy dạy cực tốt , phương pháp hay , có cách giảng bài rất dễ tiếp thu , học thầy wzjwz176 đã hai lần và lần nào cũng thấy hài lòng .",2,0
"cần có tài liệu để đọc thêm , tự học .",0,1
"giảng viên nghiêm khắc , bài giảng chuyên sâu giúp sinh viên hiểu rõ vấn đề .",2,0
gửi đến sinh viên nhiều ý tưởng tuyệt vời trong khởi nghiệp .,2,0
dẫn chứng thực tế .,2,3
em mong sau mỗi nhóm thuyết trình thầy sẽ khái quát lại nội dung và bổ sung một vài điểm cần chú ý để lớp nắm được .,0,0
thầy bận nhiều việc nên hay cho nghỉ .,0,0
môn này là bị trùng hoặc thừa vì mấy môn trước như lập trình mạng với đồ án vô số sinh viên đã tự học cái này rồi .,0,1
trong giờ học thầy cứ đi lên đi xuống và nói thao thao bất tuyệt .,0,0
"giảng viên cần cung cấp tài liệu , slide bài giảng .",0,0
"thầy dạy hay , tận tâm .",2,0
tài liệu giấy đầy đủ nhưng thứ tự bài chưa được cập nhật theo chương trình giảng .,0,1
nên cho mỗi thành viên trong nhóm làm báo cáo riêng để không ai thiệt thòi và ỷ lại .,0,1
không biết có phải do em hỏi nhảm hay không nhưng mà sau này thầy nên nói rõ thầy sẽ trả lời những vấn đề nào trên mail .,0,0
"giảng viên nên thông báo rõ ràng , chính xác thông tin về báo cáo môn học thông qua nhiều kênh .",0,0
cô dạy hay .,2,0
cần thực hành và làm bài tập nhiều hơn nữa .,0,1
mong nhà trường nâng cấp các phòng thực hành và các thiết bị trong phòng học .,0,2
"thầy luôn đảm bảo giờ lên lớp , đưa thông tin , tài liệu đến sinh viên nhanh nhất , trả lời tất cả thắc mắc của sinh viên .",2,0
thầy viết ít comment quá colonsmallsmile .,0,0
rất thực tiễn .,2,3
thầy cho điểm hơi căng .,0,0
"nhiệt tình , tâm lý .",2,0
"thầy dạy chi tiết , kỹ càng .",2,0
nhưng với em kỳ này thầy đã dạy môn này thất bại rồi !,0,0
"giảng viên lớn tiếng với sinh viên , gây áp lực cho sinh viên .",0,0
thầy cho thuyết trình quá nhiều .,0,0
giảng viên giảng bài tiếp thu tốt .,2,0
"so vời những môn học khác , môn học của thầy chiếm hơn 50% thời gian làm bài tập trong một tuần của bọn em , làm cho tụi em cảm thấy không hoàn toàn thực tế em nghĩ nếu để thời gian làm bài tập đó để củng cố đồ án thì tốt hơn rất nhiều .",0,1
"thầy dạy vui , dễ hiểu , bài tập sát với nội dung giảng dạy .",2,0
và sinh viên lên trường cũng chỉ tự làm như vậy thì ở nhà làm còn sướng hơn !,0,1
cần có thêm tài liệu cụ thể và cập nhật mới .,0,1
giảng viên dạy nhiệt huyết .,2,0
cần có đề cương rõ ràng cho sinh viên nắm bắt .,0,1
cô thân thiện và rất nhiệt tình .,2,0
theo em thầy chính là mẫu mực của một nhà giáo thực thụ .,2,0
"giảng viên dạy hay , cung cấp đầy đủ kiến thức .",2,0
cách giảng dạy còn hơi nhanh và lý thuyết mới nhiều nên đôi lúc gây buồn ngủ .,0,0
"thầy giảng hay , khả năng truyền đạt gây hứng thú .",2,0
thiết bị còn thiếu .,0,2
"thầy rất niềm nở , vui vẻ , tận tâm và nhiệt tình .",2,0
"cô dạy rất hay và nhiệt tình , rất dễ hiểu .",2,0
các buổi thuyết trình .,1,1
thầy dạy rất kỹ .,2,0
đôi lúc tính tình thầy hơi khó nhai colonbigsmile .,0,0
1 tín chỉ thực hành 2 tín chỉ học phí .,1,1
để ra hơi khó .,0,2
thầy dạy hay dễ hiểu truyền đạt cho sinh viên những kiến thức tiết học không nhàm chán .,2,0
"giảng nhanh , dễ hiểu .",2,0
"slide môn học hoặc các tài liệu cần rõ ràng hơn nữa , nhiều phần rất khó hiểu nhưng lại rất ít kiến thức về nó , làm sinh viên không thể hiểu được bản chất của bài đó .",0,1
giảng viên cần doubledot cho bài tập thêm về ngữ pháp .,0,0
giảng viên giảng bài cho ví dụ liên hệ với thực tiễn hay và nhiệt tình .,2,0
"cần nâng cấp hệ thống giảng dạy , học tập .",0,2
đôi khi bài giảng giảng viên thực hiện hơi chán không được cuốn hút .,0,1
rất hài lòng giảng viên .,2,0
"chương trình học không mang lại hiệu quả , chỉ mang tính chất đối phó , sinh viên không học hỏi và có thêm kinh nghiệm nhiều khi đi học thực hành .",0,1
cô dạy hay dế hiểu .,2,0
cần chia nhóm học tập .,0,3
và quá nhiều dạng bài tập nên làm chúng em hơi khó hiểu .,0,1
thầy giao dịch sách hơi nhiều .,0,0
"môn học rất hay , thiết thực .",2,1
thầy giảng bài hay .,2,0
thầy chủ động sửa bài tập trên lớp để sinh viên nắm kiến thức rõ hơn .,2,0
"giảng viên hoà đồng , vui tính giúp giờ học đỡ buồn ngủ và lôi kéo sinh viên thích thú nghe giảng .",2,0
dạy song song hai lớp cùng lúc và không dạy nhiệt tình cho sinh viên trường đại học công nghệ thông tin .,0,0
"thầy giảng dạy rất tệ , lên lớp chỉ ngồi chém gió là chính tuy nhiên luôn cho về muộn , hôm về sớm là 12h ( quy định là 11h30 nghỉ ) , hôm về muộn thì 12h , có một hôm 1h mới được về , đó là chưa kể chiều còn có học , không có thời gian để ăn cơm sửa soạn .",0,0
cách giảng viên truyền đạt và rất tận tâm với sinh viên .,2,0
phong cách thầy rất giống wzjwz225 .,1,0
"cô rất tận tâm , nhiệt tình , kỹ càng .",2,0
"giảng viên cho quá nhiều bài tập , nhưng ít hướng dẫn và giải bài tập .",0,0
theo em cần phải có phòng thí nghiệm môn này thì mới thật sự hiệu quả .,0,2
"đầu năm đến giờ gặp thầy được một lần thôi , thầy tổ chức gặp được một lần .",0,0
"việc truyền đạt kiến thức còn lan man , dài dòng , gây khó hiểu sinh viên .",0,0
nhiệt tâm .,2,0
nên có nhiều dụng cụ cho sinh viên thực hành hơn với sĩ số lớp đông .,0,1
học sinh thiếu đi sự năng nổ .,0,0
"thầy dạy nhiệt tình , giới thiệu thêm cho sinh viên nhiều công cụ và công nghệ mới , hỗ trợ sinh viên rất tốt trong đồ án .",2,0
thầy wzjwz249 dạy hay và rất dễ hiểu .,2,0
thầy đến lớp và không nói gì .,0,0
giảng viên truyền đạt kiến thức dễ hiểu .,2,0
cần wifi mạnh thêm cho dãy nhà cũ .,0,2
"có nhiều hoạt động mà sinh viên có cơ hội đạt được điểm cộng trên lớp , thầy thân thiện với sinh viên .",2,0
nói chung em không hài lòng với năng lực giảng dạy của thầy wzjwz164 .,0,0
"giảng viên nhiệt tình , hướng dẫn phương pháp giải quyết vấn đề .",2,0
còn hơi thiếu sinh động .,0,0
kiến thức truyền đạt tốt .,2,0
"đúng giờ , nhiều tài liệu tham khảo .",2,0
"giảng viên bám sát hơn nội dung môn học , tránh đi lan man .",0,0
code demo hơi khó hiểu .,0,0
nên giải thích một số vấn đề khó chi tiết hơn .,0,0
"giảng dạy hiệu quả , đi dạy đúng giờ .",2,0
chưa truyền đạt cho rõ .,0,0
"giảng viên lên lớp đúng giờ , các buổi bù đều hợp lý , giảng bài nghiêm túc , có kiểm tra quá trình , bài tập về nhà .",2,0
nói bình bình thì không thể nhớ được .,0,0
"tài liệu nên được biên soạn tốt hơn vì những slide của thầy có nhiều câu giống như dùng google dịch rồi copy qua vậy , trong slide cũng có nhiều chỗ sai sót , khi dạy thì thầy mới phát hiện sai .",0,1
"thầy dạy được , vui vẻ .",2,0
tôi nghĩ thầy là một người tốt và thân thiện .,2,0
"ân cần , quan tâm , nhiệt tình , hết lòng trong giảng dạy .",2,0
"máy tính của phòng thực hành không đáp ứng được nhu cầu môn học , giảng viên yêu cầu tự làm trên laptop và mang lên phòng thực hành chấm điểm , vậy phòng thực hành là phòng chấm điểm ?",0,2
giảng bài chuyên sâu .,2,0
cần nêu rõ mối liên hệ giữa môn này với chuyên ngành đang theo học .,0,1
"giảng viên truyền đạt tốt , chỉ bảo tận tình .",2,0
"thầy vui tính , dễ hiểu .",2,0
slide bài giảng nên sử dụng hoàn toàn bằng tiếng anh thay vì sử dụng nửa việt nửa anh như hiện nay để tránh gây khó hiểu cho sinh viên .,0,1
"đề cương khó hiểu , không có tài liệu tham khảo kể cả tài liệu nước ngoài .",0,1
em không học được bất kỳ kiến thức gì ở môn này .,0,1
các hoạt động thi đua các nhóm trên lớp với nhau .,1,1
không quan tâm tới sinh viên khi làm thực hành .,0,0
nhận lương thì phải làm tốt bổn phận của một người thầy chứ ạ .,0,0
cô không tạo được không khí chủ động trong lớp .,0,0
"thầy wzjwz105 giảng dạy rất tốt , truyền đạt hay , luôn đưa ra những vấn đề hay .",2,0
cơ mà sao phân biệt thầy với thầy wzjwz294 vậy thầy ?,0,0
"giảng viên nhiệt tình trong quá trình giảng dạy và trả lời câu hỏi cho sinh viên , giảng viên khá vui tính .",2,0
"nội dung thực hành còn khá nhẹ , tôi muốn nó nhiều và khó hơn để được nghiên cứu nhiều khía cạnh hơn của môn học .",0,1
phân bố lại chương trình vì bài khá dài .,0,1
không có y kiến .,1,1
thực sự môn này chiếm 85% thời gian học mà trong khi đó bài báo cáo chỉ chiếm 15% trong tổng số điểm .,0,1
phòng học nóng .,0,2
"cô rất nhiệt tình giải đáp thắc mắc , cô dành thời gian giải đáp thắc mắc của sinh viên .",2,0
học nhóm .,1,1
cần có các ví dụ minh họa thực tế bên ngoài nhiều hơn .,0,1
phong cách dạy hiệu quả .,2,0
"giảng viên nên nghiêm túc hơn , cứ đùa đùa sao ấy .",0,0
cho bài tập hay và nhiều .,2,0
nên có nhiều bài tập hơn !,0,1
phương pháp dạy giúp thoải mái ( kể chuyện ) .,2,0
phòng học nóng quá nên lắp thêm quạt .,0,2
"thứ nhất thầy không đảm bảo được giờ lên lớp , rất khó khăn để báo cáo đồ án và hỏi ý kiến thầy .",0,0
chương trình dạy hơi nhiều .,0,0
đề nghị đề thi cần phân ra mức độ dễ khó dễ rõ ràng hơn .,0,1
cần có nhiều trò chơi vận động hấp dẫn .,0,3
môn này nên kết hợp lồng ghép với môn thực hành điện điện tử môn này đã học trong học kỳ 5 .,0,1
"thầy rất tận tâm trong giảng dạy , sử dụng các thiết bị phục vụ bài giảng rất hiệu quả , định hướng các công việc cụ thể cho sinh viên trong tương lai , tạo tâm lý tự tin , thoải mái , truyền cảm hứng cho sinh viên .",2,0
"môn này là một môn liên hệ nhiều với thực tiễn nên mong thầy có nhiều ví dụ thực tiễn hơn , làm cho việc học dễ hiểu hơn .",0,0
"giáo viên dạy tận tâm , dễ hiễu .",2,0
"rất hài lòng về cô , cô rất nhiệt tình .",2,0
"vui vẻ , kiến thức rộng và sâu , dạy dễ hiểu .",2,0
"vừa đọc slide vừa giảng , dễ gây buồn ngủ và hơi khó hiểu .",0,1
thái độ xem thường sinh viên khi báo cáo .,0,0
"giảng viên đảm bảo giờ lên lớp , tập trung vô việc dạy học .",2,0
"nếu có thì nên mở lớp nâng cao web , như xử lý truy cập lớn , phân bố cơ sở dữ liệu có ích cho việc ra làm hơn .",0,1
"giảng viên rất nhiệt tình , phương pháp giảng dạy hay , dễ hiểu .",2,0
nên lồng ghép các trò chơi nhỏ vào buổi học để tăng hứng thú cho sinh viên .,0,1
"thầy dạy dễ hiểu , thân thiện , lưu ý cho sinh viên những lỗi thường sai khi làm kiển tra và gợi ý mẹo làm bài tốt .",2,0
thầy hay tương tác với sinh viên bằng những câu hỏi rất thực tế !,2,0
"nhưng thầy phụ trách bộ môn lại hay vắng đột xuất , đổi thời gian dạy liên tục nằm ngoài thời khóa biểu làm em không thể nào sắp xếp thời gian nắm bắt tình hình học tập ( mặt dù có lần thông báo trước , có lần đột xuất không thông báo ) .",0,0
những câu chuyện thầy kể do thầy trải qua làm em rất thích .,2,0
"thầy dạy tận tình , luôn giải đáp mọi thắc mắc của sinh viên , thầy cũng vui tính .",2,0
tiết học vui vẻ .,2,1
"hướng dẫn tận tình , cho ví dụ minh họa hay .",2,0
"cô giảng dạy rất có tâm với nghề , đôi khi cô còn cho tụi em thêm bài tập tự luyện .",2,0
em muốn được hiểu rõ những ứng dụng của môn học này vào ngành học mà chúng ta đang học là gì .,0,1
thầy thân thiện và nhiệt tình .,2,0
sửa và cho các bài tập rõ ràng hơn !,0,0
"thầy dạy không nhiệt tình , ít giảng , kiến thức chuyên môn logic mờ chưa chuyên sâu , gây tâm lý lo lắng , hoang mang cho sinh viên .",0,0
thầy có đưa tư tưởng không tốt vào trong tiết học .,0,0
"cô hướng dẫn sinh viên và nhận xét về đồ án rất tận tình , chính xác .",2,0
giọng to rõ ràng dễ nghe khi ở dưới nước .,2,0
"hơi khó hiểu và giảng bài nhanh , ít đưa ra ví dụ cụ thể cho mỗi kiến thức .",0,0
hăng say đến nỗi quên cả giờ giấc .,2,0
