id,text,sentiment,aspect
87,"thầy dạy hay , nhiệt tình , vui vẻ , cho đề dễ .",positive,ky_nang_giang_day
87,"thầy dạy hay , nhiệt tình , vui vẻ , cho đề dễ .",positive,hanh_vi
87,"thầy dạy hay , nhiệt tình , vui vẻ , cho đề dễ .",positive,bai_tap
88,thầy giảng dễ hiểu và quan tâm học sinh .,positive,ky_nang_giang_day
88,thầy giảng dễ hiểu và quan tâm học sinh .,positive,hanh_vi
89,giảng viên cần sử dụng thời gian trên lớp hiệu quả hơn .,negative,ky_nang_giang_day
89,giảng viên cần sử dụng thời gian trên lớp hiệu quả hơn .,neutral,de_xuat
90,cần hiểu rõ thêm cách kết nối prolog với c .,negative,kien_thuc
90,cần hiểu rõ thêm cách kết nối prolog với c .,neutral,de_xuat
91,cô giảng bài nhanh quá colonsad .,negative,ky_nang_giang_day
92,"giảng viên nhiệt tình với sinh viên , ví dụ sinh động dễ hiểu .",positive,ky_nang_giang_day
92,"giảng viên nhiệt tình với sinh viên , ví dụ sinh động dễ hiểu .",positive,hanh_vi
93,"giảng viên giảng dạy dễ hiểu , kỹ càng , tận tâm trong giải thích và dạy học .",positive,ky_nang_giang_day
93,"giảng viên giảng dạy dễ hiểu , kỹ càng , tận tâm trong giải thích và dạy học .",positive,hanh_vi
94,"giảng viên giảng dạy rất nhiệt tình , luôn đến lớp đúng giờ , quan tâm đến việc học tập của sinh viên .",positive,hanh_vi
95,chương trình học khá nhiều không có thời gian làm bài tập để hiểu hơn về môn học .,negative,bai_tap
95,chương trình học khá nhiều không có thời gian làm bài tập để hiểu hơn về môn học .,negative,chuong_trinh_hoc
96,nhưng mà thầy hơi nghiêm khắc và khó tính .,negative,hanh_vi
97,"thầy dạy tận tâm , nhiệt tình , tâm huyết , vui tính .",positive,hanh_vi
98,gửi mail mà không thấy cô trả lời .,negative,hanh_vi
99,"cô tận tình , dạy dễ hiểu , không gây áp lực cho sinh viên .",positive,ky_nang_giang_day
99,"cô tận tình , dạy dễ hiểu , không gây áp lực cho sinh viên .",positive,hanh_vi
100,giảng viên nên viết bài làm nên bảng sau khi cho sinh viên nên chữa vì chữ các sinh viên nhỏ khiến các sinh viên khác không chép được bài về học .,negative,ky_nang_giang_day
100,giảng viên nên viết bài làm nên bảng sau khi cho sinh viên nên chữa vì chữ các sinh viên nhỏ khiến các sinh viên khác không chép được bài về học .,neutral,de_xuat
101,"giảng viên lên lớp đúng giờ , giảng viên tính tình vui vẻ .",positive,hanh_vi
102,có thêm các tài liệu tham khảo .,neutral,cung_cap_tai_lieu
102,có thêm các tài liệu tham khảo .,neutral,de_xuat
103,"không có , do em không có khả năng tiếp thu đối với môn này thôi .",negative,ky_nang_giang_day
104,thường xuyên nghĩ và phải đi học bù .,negative,chuong_trinh_hoc
105,nhiệt tình với học sinh .,positive,hanh_vi
106,không có điều không hài lòng .,positive,noi_chung
107,phải đầu tư thêm trang thiết bị cho phòng thực hành .,negative,thiet_bi_day_hoc
107,phải đầu tư thêm trang thiết bị cho phòng thực hành .,neutral,de_xuat
108,"giáo viên rất dễ tính , dạy tận tình .",positive,ky_nang_giang_day
108,"giáo viên rất dễ tính , dạy tận tình .",positive,hanh_vi
109,giảng viên hài hước nhiệt tình .,positive,hanh_vi
110,"giảng viên hay nói chậm và còn giải thích lại bằng tiếng việt , điều này không thực sự cần thiết .",negative,ky_nang_giang_day
111,tổ chức các cuộc thi liên quan tới kỹ năng giao tiếp anh văn .,neutral,de_xuat
112,thầy cho nhiều ví dụ hơn .,negative,ky_nang_giang_day
112,thầy cho nhiều ví dụ hơn .,neutral,de_xuat
113,"thầy giải đáp thắc mắc của sinh viên rất nhiệt tình , có tâm .",positive,hanh_vi
114,giảng dạy đúng trọng tâm .,positive,ky_nang_giang_day
115,giảng viên nhiệt huyết .,positive,hanh_vi
116,"chấm điểm quá nhiều , chưa quá quan tâm đến việc sinh viên đã hiểu hay chưa .",negative,hanh_vi
116,"chấm điểm quá nhiều , chưa quá quan tâm đến việc sinh viên đã hiểu hay chưa .",negative,cham_diem
117,cô không cung cấp đáp án của bài tập .,negative,bai_tap
118,phương pháp dạy tốt .,positive,ky_nang_giang_day
119,thiếu nhiệt tình .,negative,hanh_vi
120,"thầy dạy rất hay , dễ hiểu .",positive,ky_nang_giang_day
121,"vui vẻ , dễ hiểu .",positive,noi_chung
122,tài liệu môn học còn thiếu cập nhập .,negative,cung_cap_tai_lieu
123,"thầy dạy nhiệt tình , có tâm .",positive,hanh_vi
124,cần có giáo trình đầy đủ .,negative,cung_cap_tai_lieu
124,cần có giáo trình đầy đủ .,neutral,de_xuat
125,ít thực tế .,negative,kinh_nghiem
126,thầy hay up slide lên wed trường rất chậm ( thứ 3 học thì thứ 2 thầy mới up ) .,negative,cung_cap_tai_lieu
127,"giảng viên tận tình , có kinh nghiệm sư phạm .",positive,kinh_nghiem
127,"giảng viên tận tình , có kinh nghiệm sư phạm .",positive,hanh_vi
128,dùng hệ thống we code .,neutral,thiet_bi_day_hoc
129,em thấy việc này khá bổ ích .,positive,noi_chung
130,"lớp học rộng rãi , giãng viên dạy nhiệt tình .",positive,hanh_vi
130,"lớp học rộng rãi , giãng viên dạy nhiệt tình .",positive,thiet_bi_day_hoc
131,giảng viên không đảm bảo giờ lên lớp và nghỉ mà không thông báo trước làm mất thời gian của sinh viên .,negative,hanh_vi
132,giảng viên cần trao đổi thêm với sinh viên thông qua website môn học .,negative,hanh_vi
132,giảng viên cần trao đổi thêm với sinh viên thông qua website môn học .,neutral,de_xuat
133,"giảng viên nhiệt tình , thân thiện , truyền đạt kiến thức tốt .",positive,ky_nang_giang_day
133,"giảng viên nhiệt tình , thân thiện , truyền đạt kiến thức tốt .",positive,hanh_vi
134,cần tập trung giảng dạy những phần có liên quan đến chuyên ngành sau này hơn .,negative,chuong_trinh_hoc
134,cần tập trung giảng dạy những phần có liên quan đến chuyên ngành sau này hơn .,neutral,de_xuat
135,"giảng dạy dễ hiểu , đầy đủ .",positive,ky_nang_giang_day
136,"thầy nên giảng kỹ hơn từng dòng code , từng ký tự , câu lệnh , biến .",negative,ky_nang_giang_day
136,"thầy nên giảng kỹ hơn từng dòng code , từng ký tự , câu lệnh , biến .",neutral,de_xuat
137,"nhà trường nên trang bị rèm cửa sổ để tránh ánh sáng làm mờ máy chiếu , gây khó khăn trong việc báo cáo đồ án cũng như dạy học .",negative,thiet_bi_day_hoc
137,"nhà trường nên trang bị rèm cửa sổ để tránh ánh sáng làm mờ máy chiếu , gây khó khăn trong việc báo cáo đồ án cũng như dạy học .",neutral,de_xuat
138,thầy wzjwz107 dạy rất tốt và giúp chúng em học thêm các kỹ năng mềm .,positive,ky_nang_giang_day
138,thầy wzjwz107 dạy rất tốt và giúp chúng em học thêm các kỹ năng mềm .,positive,kien_thuc
139,"bài tập quá nhiều , sinh viên làm không kịp .",negative,bai_tap
140,cô không nói bằng micro nên nghe rất khó .,negative,thiet_bi_day_hoc
141,"thầy dễ thương colonlove dạy dễ hiểu , thầy vui tính !",positive,ky_nang_giang_day
141,"thầy dễ thương colonlove dạy dễ hiểu , thầy vui tính !",positive,hanh_vi
142,"linh kiện , máy tính của trường đã cũ , hư hỏng nhiều mà học phí năm học nào cũng tăng .",negative,thiet_bi_day_hoc
143,"chưa tạo động lực , thúc đẩy sinh viên nhiều .",negative,hanh_vi
144,tăng cường làm bài tập trên lớp !,negative,bai_tap
144,tăng cường làm bài tập trên lớp !,negative,de_xuat
145,cách dạy hơi khó hiểu một tí .,negative,ky_nang_giang_day
146,rất cần cho việc phát triển sau này .,neutral,noi_chung
147,cô giảng dạy nhiệt tình và tận tâm .,positive,hanh_vi
148,thầy nên nói chậm lại một tí .,negative,ky_nang_giang_day
148,thầy nên nói chậm lại một tí .,neutral,de_xuat
149,kiến thức học khá vừa sức với sinh viên .,positive,kien_thuc
150,đó là việc giáo viên vừa giảng bài vừa code cho xem dễ hiểu và hình tượng ra những gì giáo viên muốn truyền đạt !,positive,ky_nang_giang_day
151,thầy không dạy chỉ đưa tài liệu tự tìm hiểu thôi .,negative,ky_nang_giang_day
152,"cô dạy nhiệt tình nhưng nói qua rất nhỏ , khó nghe .",negative,ky_nang_giang_day
152,"cô dạy nhiệt tình nhưng nói qua rất nhỏ , khó nghe .",positive,hanh_vi
153,cô giảng bài cụ thể .,positive,ky_nang_giang_day
154,"cô dạy rất dễ hiểu , cô vui tính nữa colonbigsmile .",positive,ky_nang_giang_day
154,"cô dạy rất dễ hiểu , cô vui tính nữa colonbigsmile .",positive,hanh_vi
155,"khi có nhóm lên seminar thì phải có ít nhất ba câu hỏi thì mới "" đậu "" , không cần biết câu hỏi là gì , không đủ ba câu thì phải làm lại .",negative,cham_diem
156,"cung cấp thêm tài liệu phục vụ môn học cho sinh viên , trình bày rõ mục tiêu bài học và sử dụng giờ lên lớp một cách hiệu quả hơn .",neutral,ky_nang_giang_day
156,"cung cấp thêm tài liệu phục vụ môn học cho sinh viên , trình bày rõ mục tiêu bài học và sử dụng giờ lên lớp một cách hiệu quả hơn .",negative,cung_cap_tai_lieu
156,"cung cấp thêm tài liệu phục vụ môn học cho sinh viên , trình bày rõ mục tiêu bài học và sử dụng giờ lên lớp một cách hiệu quả hơn .",neutral,de_xuat
157,lớp học cần đảm bảo số sinh viên vừa đủ .,negative,chuong_trinh_hoc
157,lớp học cần đảm bảo số sinh viên vừa đủ .,negative,de_xuat
158,"cô nhiệt tình giảng dạy , vui tính , dễ chịu với sinh viên .",positive,hanh_vi
159,"cô giảng dạy có tâm và nhiệt tình giúp đỡ sinh viên , giúp sinh viên hiểu sâu và vận dụng các vấn đề đã học vào thực tiễn .",positive,ky_nang_giang_day
159,"cô giảng dạy có tâm và nhiệt tình giúp đỡ sinh viên , giúp sinh viên hiểu sâu và vận dụng các vấn đề đã học vào thực tiễn .",positive,kinh_nghiem
159,"cô giảng dạy có tâm và nhiệt tình giúp đỡ sinh viên , giúp sinh viên hiểu sâu và vận dụng các vấn đề đã học vào thực tiễn .",positive,hanh_vi
160,"cô giảng dạy nhiệt tình , dễ hiểu .",positive,ky_nang_giang_day
160,"cô giảng dạy nhiệt tình , dễ hiểu .",positive,hanh_vi
161,truyền đạt tốt và dạy chậm giúp sinh viên dễ hiểu .,positive,ky_nang_giang_day
162,trong khi thầy dạy sinh viên chỉ hiểu được vài gạch đầu dòng thì lại làm một vấn đề mà google cũng bó tay .,negative,ky_nang_giang_day
162,trong khi thầy dạy sinh viên chỉ hiểu được vài gạch đầu dòng thì lại làm một vấn đề mà google cũng bó tay .,negative,bai_tap
163,em xin góp ý như thế ạ .,neutral,noi_chung
164,chưa có sự tương tác tốt với giáo viên lý thuyết .,negative,hanh_vi
165,"giảng viên dạy đúng giờ , dễ hiểu , bám sát đề cương .",positive,ky_nang_giang_day
165,"giảng viên dạy đúng giờ , dễ hiểu , bám sát đề cương .",positive,hanh_vi
165,"giảng viên dạy đúng giờ , dễ hiểu , bám sát đề cương .",positive,chuong_trinh_hoc
166,thiếu động lực để học tập .,negative,noi_chung
167,"tóm lại , em hoàn toàn không hài lòng về chất lượng giảng dạy của thầy .",negative,ky_nang_giang_day
168,"thầy nên dạy thực hành chỉ cặn kẽ hơn , giúp sinh vên nắm bài tốt hơn .",negative,ky_nang_giang_day
168,"thầy nên dạy thực hành chỉ cặn kẽ hơn , giúp sinh vên nắm bài tốt hơn .",negative,de_xuat
169,nội dung thực hành không hỗ trợ nhiều cho nội dung lý thuyết .,negative,kinh_nghiem
169,nội dung thực hành không hỗ trợ nhiều cho nội dung lý thuyết .,negative,chuong_trinh_hoc
170,"ngoài ra , nếu được , mong thầy bổ sung các hướng dẫn giải sơ bộ cho các bài tập ( như những môn học khác của thầy đứng lớp ) .",neutral,bai_tap
170,"ngoài ra , nếu được , mong thầy bổ sung các hướng dẫn giải sơ bộ cho các bài tập ( như những môn học khác của thầy đứng lớp ) .",neutral,de_xuat
171,tại trường đang có 2 công trình đang xây nên lúc vào học rất ồn .,negative,thiet_bi_day_hoc
172,hay và tận tình .,positive,hanh_vi
173,phần thực hành wireshark quá mơ hồ .,negative,kinh_nghiem
174,"vui vẻ , tận tâm , nhiệt huyết , nhiều kinh nghiệm .",positive,kinh_nghiem
174,"vui vẻ , tận tâm , nhiệt huyết , nhiều kinh nghiệm .",positive,hanh_vi
175,cách dạy hay .,positive,ky_nang_giang_day
176,hơi có phần cá nhân nhưng tiếng của thầy hơi khó nghe .,negative,ky_nang_giang_day
177,điểm quá trình chưa thật sự công bằng với sinh viên .,negative,cham_diem
178,cái cần đi sâu phân tích nhưng do thời gian và lịch đưa ra nên đành bỏ qua dạy cái mới để kịp chương trình .,negative,ky_nang_giang_day
178,cái cần đi sâu phân tích nhưng do thời gian và lịch đưa ra nên đành bỏ qua dạy cái mới để kịp chương trình .,negative,chuong_trinh_hoc
179,giọng thầy nơi hơi buồn ngủ .,negative,ky_nang_giang_day
179,giọng thầy nơi hơi buồn ngủ .,negative,hanh_vi
180,cô dạy slide về lý thuyết hơi nhanh .,negative,ky_nang_giang_day
181,thầy nói rất rõ .,positive,ky_nang_giang_day
182,"theo em , cần trang bị và sửa chữa máy chiếu .",negative,thiet_bi_day_hoc
182,"theo em , cần trang bị và sửa chữa máy chiếu .",neutral,de_xuat
183,thầy không đến lớp mà khôg thông báo .,negative,hanh_vi
184,"dạy khá nâng cao , cần phát huy để sinh viên có cơ hội được học thêm nhiều hơn .",positive,ky_nang_giang_day
184,"dạy khá nâng cao , cần phát huy để sinh viên có cơ hội được học thêm nhiều hơn .",neutral,de_xuat
185,"nói khó nghe , dạy hơi nhanh .",negative,ky_nang_giang_day
186,toàn đến gần thi thầy mới dạy hết chương trình học .,negative,ky_nang_giang_day
187,giảng viên đưa ra nhiều kinh nghiệm thiết thực về các kỹ năng để áp dụng vào đời sống .,positive,kinh_nghiem
188,"thay đổi đề cương môn học cho phù hợp với tình hình thực tế hiện nay , có thể áp dụng , liên hệ với thực tế .",negative,chuong_trinh_hoc
188,"thay đổi đề cương môn học cho phù hợp với tình hình thực tế hiện nay , có thể áp dụng , liên hệ với thực tế .",neutral,de_xuat
189,cần nhiều bài tập hơn nữa .,negative,bai_tap
189,cần nhiều bài tập hơn nữa .,negative,de_xuat
190,giáo viên giảng dậy có kết hợp với các thông tin mới nhất .,positive,ky_nang_giang_day
190,giáo viên giảng dậy có kết hợp với các thông tin mới nhất .,positive,kien_thuc
191,đôi lúc không vui tính .,negative,hanh_vi
192,thêm các buổi học ngoại khoá .,negative,chuong_trinh_hoc
192,thêm các buổi học ngoại khoá .,neutral,de_xuat
193,không cho vừ vựng và bài tập thêm .,negative,bai_tap
193,không cho vừ vựng và bài tập thêm .,negative,cung_cap_tai_lieu
194,"dạy cho có , qua loa , sử dụng thời gian không hợp lý , nội dung 3 tiết dạy trong 3 phút .",negative,ky_nang_giang_day
195,"giảng viên tận tâm , nhiệt tình , còn trẻ nhưng kiến thức rất tốt .",positive,hanh_vi
195,"giảng viên tận tâm , nhiệt tình , còn trẻ nhưng kiến thức rất tốt .",positive,kien_thuc
