row_id,id,text,language_style,aspect,entity,attribute,aspect_label,sentiment,sentiment_label,is_irony,surface_sentiment,irony_type,confidence,is_augmented,source
vsfc_00010_0,vsfc_00010,Giảng viên luôn đồng hành với sinh viên trên quá trình học tập.,formal,LECTURER#Teaching_Skill,LECTURER,Teaching_Skill,0,positive,2,FALSE,positive,,0.95,FALSE,vsfc_reannotated
vsfc_00011_0,vsfc_00011,Cậu ta suốt ngày chỉ biết nói xấu người khác và thậm chí còn lan truyền những tin đồn sai lệch.,formal,LECTURER#Behavior,LECTURER,Behavior,3,negative,0,FALSE,negative,,0.98,FALSE,vsfc_reannotated
vsfc_00012_0,vsfc_00012,Rất nhiều chương trình học bổng được cung cấp cho sinh viên giỏi.,formal,OTHERS#General,OTHERS,General,13,positive,2,FALSE,positive,,0.9,FALSE,vsfc_reannotated
vsfc_00013_0,vsfc_00013,"Giảng viên này không có tính linh hoạt, không thể đáp ứng yêu cầu của sinh viên.",formal,LECTURER#Teaching_Skill,LECTURER,Teaching_Skill,0,negative,0,FALSE,negative,,0.98,FALSE,vsfc_reannotated
vsfc_00014_0,vsfc_00014,Tôi rất hài lòng với cơ sở vật chất của trường và khuyến khích mọi người đăng ký học tập ở đây.,formal,FACILITIES#Classroom,FACILITIES,Classroom,11,positive,2,FALSE,positive,,0.95,FALSE,vsfc_reannotated
vsfc_00014_1,vsfc_00014,Tôi rất hài lòng với cơ sở vật chất của trường và khuyến khích mọi người đăng ký học tập ở đây.,formal,OTHERS#Recommendation,OTHERS,Recommendation,14,neutral,1,FALSE,neutral,,0.95,FALSE,vsfc_reannotated
vsfc_00015_0,vsfc_00015,Tôi cảm thấy bị đánh giá quá khắt khe bởi giảng viên này.,formal,LECTURER#Teaching_Skill,LECTURER,Teaching_Skill,0,negative,0,FALSE,negative,,0.96,FALSE,vsfc_reannotated
vsfc_00016_0,vsfc_00016,"Hành lang tối và hẹp, đôi khi cảm thấy kín như bị đóng lại đó.",formal,ASSESSMENT#Exams,ASSESSMENT,Exams,10,negative,0,FALSE,negative,,0.92,FALSE,vsfc_reannotated
vsfc_00017_0,vsfc_00017,Thầy tiếp thu ý kiến đánh giá của sinh viên rất tốt.,colloquial,LECTURER#Teaching_Skill,LECTURER,Teaching_Skill,0,positive,2,FALSE,positive,,0.97,FALSE,vsfc_reannotated
vsfc_00018_0,vsfc_00018,Trường này không đủ thiết bị thực hành để sinh viên có thể tiếp cận và học tập.,formal,COURSE#Materials,COURSE,Materials,6,negative,0,FALSE,negative,,0.94,FALSE,vsfc_reannotated
vsfc_00019_0,vsfc_00019,Tôi không thích cách anh ta làm việc nhóm.,formal,COURSE#Curriculum,COURSE,Curriculum,5,negative,0,FALSE,negative,,0.93,FALSE,vsfc_reannotated
vsfc_00020_0,vsfc_00020,Bạn cùng lớp của tôi là một người rất cầu tiến và chăm chỉ.,colloquial,COURSE#Curriculum,COURSE,Curriculum,5,positive,2,FALSE,positive,,0.96,FALSE,vsfc_reannotated
vsfc_00021_0,vsfc_00021,Giảng viên cần phản hồi nhanh chóng cho sinh viên khi họ có câu hỏi.,formal,LECTURER#Teaching_Skill,LECTURER,Teaching_Skill,0,positive,2,FALSE,positive,,0.95,FALSE,vsfc_reannotated
vsfc_00022_0,vsfc_00022,Thầy thường xuyên cập nhật các tin tức mới nhất liên quan đến chủ đề của mình và chia sẻ với sinh viên.,colloquial,LECTURER#Teaching_Skill,LECTURER,Teaching_Skill,0,positive,2,FALSE,positive,,0.95,FALSE,vsfc_reannotated
vsfc_00023_0,vsfc_00023,Tôi có thể ứng dụng các kiến thức có được từ chương trình đào tạo vào công việc của mình.,colloquial,LECTURER#Behavior,LECTURER,Behavior,3,positive,2,FALSE,positive,,0.94,FALSE,vsfc_reannotated
vsfc_00024_0,vsfc_00024,Trường này giúp tốt cho việc thực hành và phát triển kỹ năng.,formal,LECTURER#Support,LECTURER,Support,4,positive,2,FALSE,positive,,0.94,FALSE,vsfc_reannotated
vsfc_00025_0,vsfc_00025,Các khu vực mua sắm và dịch vụ trong khuôn viên trường quá đắt đỏ.,formal,OTHERS#General,OTHERS,General,13,negative,0,FALSE,negative,,0.95,FALSE,vsfc_reannotated
vsfc_00026_0,vsfc_00026,"Chị ấy có tinh thần học tập cao, là nguồn cảm hứng cho tất cả mọi người trong lớp.",formal,LECTURER#Behavior,LECTURER,Behavior,3,positive,2,FALSE,positive,,0.96,FALSE,vsfc_reannotated
vsfc_00027_0,vsfc_00027,Giảng viên rất tài năng và có nhiều kinh nghiệm trong công tác giảng dạy.,formal,LECTURER#Teaching_Skill,LECTURER,Teaching_Skill,0,positive,2,FALSE,positive,,0.97,FALSE,vsfc_reannotated
vsfc_00027_1,vsfc_00027,Giảng viên rất tài năng và có nhiều kinh nghiệm trong công tác giảng dạy.,formal,LECTURER#Experience,LECTURER,Experience,2,positive,2,FALSE,positive,,0.97,FALSE,vsfc_reannotated
vsfc_00028_0,vsfc_00028,Được học tập với các giáo viên giàu kinh nghiệm và thực tiễn.,formal,LECTURER#Experience,LECTURER,Experience,2,positive,2,FALSE,positive,,0.95,FALSE,vsfc_reannotated
vsfc_00028_1,vsfc_00028,Được học tập với các giáo viên giàu kinh nghiệm và thực tiễn.,formal,LECTURER#Behavior,LECTURER,Behavior,3,positive,2,FALSE,positive,,0.95,FALSE,vsfc_reannotated
vsfc_00029_0,vsfc_00029,Thầy nâng cao khả năng phân tích và giải quyết vấn đề của học sinh.,colloquial,LECTURER#Teaching_Skill,LECTURER,Teaching_Skill,0,positive,2,FALSE,positive,,0.96,FALSE,vsfc_reannotated
vsfc_00030_0,vsfc_00030,Em rất ấn tượng với sự kiên trì và cố gắng của anh trong học tập.,formal,LECTURER#Behavior,LECTURER,Behavior,3,positive,2,FALSE,positive,,0.8,FALSE,vsfc_reannotated
vsfc_00031_0,vsfc_00031,Tôi thấy rất khó chịu với việc trường không đảm bảo cho nhà ở sinh viên được an toàn.,formal,FACILITIES#Classroom,FACILITIES,Classroom,11,negative,0,FALSE,negative,,0.9,FALSE,vsfc_reannotated
vsfc_00032_0,vsfc_00032,Phản hồi của giảng viên rất nhanh và chính xác.,formal,LECTURER#Support,LECTURER,Support,4,positive,2,FALSE,positive,,0.95,FALSE,vsfc_reannotated
vsfc_00033_0,vsfc_00033,Độ khó của các bài kiểm tra không phản ánh đúng năng lực của sinh viên.,formal,ASSESSMENT#Exams,ASSESSMENT,Exams,10,negative,0,FALSE,negative,,0.85,FALSE,vsfc_reannotated
vsfc_00034_0,vsfc_00034,Cậu bạn này rất có trách nhiệm và nghiêm túc.,colloquial,OTHERS#General,OTHERS,General,13,positive,2,FALSE,positive,,0.7,FALSE,vsfc_reannotated
vsfc_00035_0,vsfc_00035,"Không có chỗ đậu xe cho sinh viên, đôi khi đỗ xe ngay cả khi không có chỗ đỗ sẵn.",formal,FACILITIES#Classroom,FACILITIES,Classroom,11,negative,0,FALSE,negative,,0.8,FALSE,vsfc_reannotated
vsfc_00036_0,vsfc_00036,Họ rất nhiệt tình trong việc giúp đỡ sinh viên.,formal,LECTURER#Support,LECTURER,Support,4,positive,2,FALSE,positive,,0.9,FALSE,vsfc_reannotated
vsfc_00037_0,vsfc_00037,Giảng viên này không có sự chuẩn bị kỹ lưỡng trước khi giảng dạy.,formal,LECTURER#Teaching_Skill,LECTURER,Teaching_Skill,0,negative,0,FALSE,negative,,0.85,FALSE,vsfc_reannotated
vsfc_00038_0,vsfc_00038,Cô ấy không có tính kiên nhẫn và hay đuổi học sinh ra khỏi lớp.,colloquial,LECTURER#Behavior,LECTURER,Behavior,3,negative,0,FALSE,negative,,0.8,FALSE,vsfc_reannotated
vsfc_00039_0,vsfc_00039,Bạn ấy luôn tỏ ra khinh thường người khác và không biết kính trọng.,colloquial,LECTURER#Behavior,LECTURER,Behavior,3,negative,0,FALSE,negative,,0.8,FALSE,vsfc_reannotated
vsfc_00040_0,vsfc_00040,Sinh viên cảm thấy không vui khi thấy giảng viên này cứ dạy như là công việc đơn thuần.,formal,LECTURER#Teaching_Skill,LECTURER,Teaching_Skill,0,negative,0,FALSE,negative,,0.8,FALSE,vsfc_reannotated
vsfc_00040_1,vsfc_00040,Sinh viên cảm thấy không vui khi thấy giảng viên này cứ dạy như là công việc đơn thuần.,formal,LECTURER#Behavior,LECTURER,Behavior,3,negative,0,FALSE,negative,,0.8,FALSE,vsfc_reannotated
vsfc_00041_0,vsfc_00041,Hệ thống hỗ trợ học tập trực tuyến rất tốt.,formal,FACILITIES#Platforms,FACILITIES,Platforms,12,positive,2,FALSE,positive,,0.9,FALSE,vsfc_reannotated
vsfc_00042_0,vsfc_00042,Nhà hàng và các cửa hàng tiện lợi ở gần trường rất đa dạng và phong phú.,formal,OTHERS#General,OTHERS,General,13,positive,2,FALSE,positive,,0.7,FALSE,vsfc_reannotated
vsfc_00043_0,vsfc_00043,"Thiết bị như máy chiếu, loa, mic đầy đủ trong các phòng học.",formal,FACILITIES#Classroom,FACILITIES,Classroom,11,positive,2,FALSE,positive,,0.8,FALSE,vsfc_reannotated
vsfc_00044_0,vsfc_00044,Họ đều rất có tài năng và thông minh.,formal,LECTURER#Knowledge,LECTURER,Knowledge,1,positive,2,FALSE,positive,,0.6,FALSE,vsfc_reannotated
vsfc_00045_0,vsfc_00045,Tôi thấy giảng viên rất chuyên nghiệp trong việc giảng dạy.,formal,LECTURER#Teaching_Skill,LECTURER,Teaching_Skill,0,positive,2,FALSE,positive,,1,FALSE,vsfc_reannotated
vsfc_00046_0,vsfc_00046,Việc giảng dạy các kiến thức cơ bản có thể là quá dễ hoặc quá khó với một số sinh viên.,formal,LECTURER#Teaching_Skill,LECTURER,Teaching_Skill,0,neutral,1,FALSE,neutral,,0.9,FALSE,vsfc_reannotated
vsfc_00047_0,vsfc_00047,Chương trình giảng dạy cần có tính chuyên môn cao hơn để đáp ứng yêu cầu của sinh viên.,formal,COURSE#Curriculum,COURSE,Curriculum,5,neutral,1,FALSE,neutral,,0.95,FALSE,vsfc_reannotated
vsfc_00047_1,vsfc_00047,Chương trình giảng dạy cần có tính chuyên môn cao hơn để đáp ứng yêu cầu của sinh viên.,formal,OTHERS#Recommendation,OTHERS,Recommendation,14,neutral,1,FALSE,neutral,,0.95,FALSE,vsfc_reannotated
vsfc_00048_0,vsfc_00048,Các phòng học được trang bị điều hòa giúp sinh viên học tập trong môi trường thoải mái.,formal,FACILITIES#Classroom,FACILITIES,Classroom,11,positive,2,FALSE,positive,,1,FALSE,vsfc_reannotated
vsfc_00049_0,vsfc_00049,Chị ấy rất giỏi quản lý thời gian và luôn hoàn thành công việc đúng tiến độ.,formal,LECTURER#Teaching_Skill,LECTURER,Teaching_Skill,0,positive,2,FALSE,positive,,0.95,FALSE,vsfc_reannotated
vsfc_00050_0,vsfc_00050,Em ấy là người luôn giữ bình tĩnh và đưa ra những quyết định đúng đắn.,formal,LECTURER#Behavior,LECTURER,Behavior,3,positive,2,FALSE,positive,,0.95,FALSE,vsfc_reannotated
vsfc_00051_0,vsfc_00051,"Tôi đã học nhiều điều quan trọng từ người thầy, đó là sự kiên trì, nỗ lực và tính tự giác.",colloquial,LECTURER#Teaching_Skill,LECTURER,Teaching_Skill,0,positive,2,FALSE,positive,,0.95,FALSE,vsfc_reannotated
vsfc_00052_0,vsfc_00052,Khoảng cách giữa nhà sinh viên và các khu vực học tập là rất xa.,formal,FACILITIES#Classroom,FACILITIES,Classroom,11,negative,0,FALSE,negative,,0.9,FALSE,vsfc_reannotated
vsfc_00053_0,vsfc_00053,Thầy giảng dạy rất sâu sắc và có sự phân tích nhạy bén.,colloquial,LECTURER#Teaching_Skill,LECTURER,Teaching_Skill,0,positive,2,FALSE,positive,,0.95,FALSE,vsfc_reannotated
vsfc_00053_1,vsfc_00053,Thầy giảng dạy rất sâu sắc và có sự phân tích nhạy bén.,colloquial,LECTURER#Knowledge,LECTURER,Knowledge,1,positive,2,FALSE,positive,,0.95,FALSE,vsfc_reannotated
vsfc_00054_0,vsfc_00054,"Trường đại học này có nhiều không gian để sinh viên có thể tự do tập trung vào học tập và nghiên cứu khoa học, giúp sinh viên có thể tận dụng mọi cơ hội để phát triển bản thân.",formal,FACILITIES#Classroom,FACILITIES,Classroom,11,positive,2,FALSE,positive,,0.9,FALSE,vsfc_reannotated
vsfc_00055_0,vsfc_00055,Tôi không thích giảng viên này vì anh ta không chịu trả lời các câu hỏi khó của sinh viên.,formal,LECTURER#Teaching_Skill,LECTURER,Teaching_Skill,0,negative,0,FALSE,negative,,0.95,FALSE,vsfc_reannotated
vsfc_00056_0,vsfc_00056,Giảng viên này cũng thường muốn bắt buộc sinh viên phải học thuộc lòng các đề tài của môn học của mình.,colloquial,LECTURER#Teaching_Skill,LECTURER,Teaching_Skill,0,negative,0,FALSE,negative,,0.9,FALSE,vsfc_reannotated
vsfc_00057_0,vsfc_00057,. Thầy/cô động viên sinh viên học tập cả trên lớp và ngoài lớp,colloquial,LECTURER#Teaching_Skill,LECTURER,Teaching_Skill,0,positive,2,FALSE,positive,,0.95,FALSE,vsfc_reannotated
vsfc_00058_0,vsfc_00058,Cô ấy là một giáo viên rất thông minh và chuyên nghiệp.,colloquial,LECTURER#Knowledge,LECTURER,Knowledge,1,positive,2,FALSE,positive,,0.9,FALSE,vsfc_reannotated
vsfc_00058_1,vsfc_00058,Cô ấy là một giáo viên rất thông minh và chuyên nghiệp.,colloquial,LECTURER#Behavior,LECTURER,Behavior,3,positive,2,FALSE,positive,,0.9,FALSE,vsfc_reannotated
vsfc_00059_0,vsfc_00059,Tôi thực sự rất thích tiện ích và khu vực vui chơi giải trí tại trường.,colloquial,FACILITIES#Classroom,FACILITIES,Classroom,11,positive,2,FALSE,positive,,0.9,FALSE,vsfc_reannotated
vsfc_00060_0,vsfc_00060,Cô ấy thực sự sáng tạo và luôn có ý tưởng mới để đạt được mục tiêu của mình.,colloquial,COURSE#Curriculum,COURSE,Curriculum,5,positive,2,FALSE,positive,,0.9,FALSE,vsfc_reannotated
vsfc_00061_0,vsfc_00061,Anh ấy có một tầm nhìn đỉnh cao và khả năng giải quyết vấn đề tốt.,formal,COURSE#Curriculum,COURSE,Curriculum,5,positive,2,FALSE,positive,,0.9,FALSE,vsfc_reannotated
vsfc_00062_0,vsfc_00062,Các cửa hàng tiện lợi gần đó thường xuyên được mở cửa cho sinh viên.,formal,OTHERS#General,OTHERS,General,13,neutral,1,FALSE,neutral,,0.8,FALSE,vsfc_reannotated
vsfc_00063_0,vsfc_00063,Khu vực ăn uống tại trường cung cấp những món ăn ngon và đa dạng.,formal,OTHERS#General,OTHERS,General,13,positive,2,FALSE,positive,,0.9,FALSE,vsfc_reannotated
vsfc_00064_0,vsfc_00064,"Khu vực giữ xe không được phân quyền và bảo vệ, dẫn đến nhiều trường hợp xe bị mất cắp.",formal,FACILITIES#Classroom,FACILITIES,Classroom,11,negative,0,FALSE,negative,,0.95,FALSE,vsfc_reannotated
vsfc_00065_0,vsfc_00065,Trường đại học này đóng góp một phần quan trọng trong việc phát triển kinh tế và xã hội địa phương.,formal,OTHERS#General,OTHERS,General,13,positive,2,FALSE,positive,,0.96,FALSE,vsfc_reannotated
vsfc_00066_0,vsfc_00066,Có nhiều hoạt động ngoại khóa và phong phú cho sinh viên.,formal,OTHERS#General,OTHERS,General,13,positive,2,FALSE,positive,,0.94,FALSE,vsfc_reannotated
vsfc_00067_0,vsfc_00067,Cô bạn rất giỏi trong việc giải quyết xung đột và giữ gìn tốt mối quan hệ với người khác.,colloquial,LECTURER#Behavior,LECTURER,Behavior,3,positive,2,FALSE,positive,,0.95,FALSE,vsfc_reannotated
vsfc_00068_0,vsfc_00068,"Thời gian học tập quá dài, không giúp sinh viên có thời gian tự do đối với các hoạt động khác.",formal,COURSE#Workload,COURSE,Workload,7,negative,0,FALSE,negative,,0.96,FALSE,vsfc_reannotated
vsfc_00069_0,vsfc_00069,"Cô ấy là người thẳng thắn và nghiêm túc, giúp đỡ em nhiều trong việc học tập.",colloquial,LECTURER#Support,LECTURER,Support,4,positive,2,FALSE,positive,,0.95,FALSE,vsfc_reannotated
vsfc_00070_0,vsfc_00070,Khu vực cho sinh viên thư giãn rất tiện lợi và đầy đủ.,formal,FACILITIES#Classroom,FACILITIES,Classroom,11,positive,2,FALSE,positive,,0.96,FALSE,vsfc_reannotated
vsfc_00071_0,vsfc_00071,Giảng viên này không có chút tự tin và sức hấp dẫn nào khi thuyết trình trên giảng đường.,formal,LECTURER#Teaching_Skill,LECTURER,Teaching_Skill,0,negative,0,FALSE,negative,,0.97,FALSE,vsfc_reannotated
vsfc_00072_0,vsfc_00072,Học tập tại đại học này giúp tôi phát triển kỹ năng quản lý thời gian hiệu quả.,formal,OTHERS#General,OTHERS,General,13,positive,2,FALSE,positive,,0.94,FALSE,vsfc_reannotated
vsfc_00073_0,vsfc_00073,Khu vực đặt máy bán thức uống rất tiện lợi cho sinh viên.,formal,FACILITIES#Classroom,FACILITIES,Classroom,11,positive,2,FALSE,positive,,0.95,FALSE,vsfc_reannotated
vsfc_00074_0,vsfc_00074,Thầy luôn truyền tải được sự đam mê của mình đến các em.,colloquial,LECTURER#Teaching_Skill,LECTURER,Teaching_Skill,0,positive,2,FALSE,positive,,0.96,FALSE,vsfc_reannotated
vsfc_00075_0,vsfc_00075,Chương trình học thiếu sự cập nhật các kỹ năng mới nhất của ngành nghề.,formal,COURSE#Curriculum,COURSE,Curriculum,5,negative,0,FALSE,negative,,0.96,FALSE,vsfc_reannotated
vsfc_00076_0,vsfc_00076,Người bạn đời của tôi rất sâu sắc và tâm đắc.,colloquial,OTHERS#General,OTHERS,General,13,neutral,1,FALSE,neutral,,0.92,FALSE,vsfc_reannotated
vsfc_00077_0,vsfc_00077,Giảng viên đầy năng lượng và sáng tạo trong việc truyền đạt kiến thức.,formal,LECTURER#Teaching_Skill,LECTURER,Teaching_Skill,0,positive,2,FALSE,positive,,0.97,FALSE,vsfc_reannotated
vsfc_00078_0,vsfc_00078,Phòng gym và hồ bơi đều được quản lý đàng hoàng và luôn sạch sẽ.,colloquial,FACILITIES#Classroom,FACILITIES,Classroom,11,positive,2,FALSE,positive,,0.94,FALSE,vsfc_reannotated
vsfc_00079_0,vsfc_00079,Cô ấy chỉ quan tâm đến điểm số của mình mà không cố gắng giúp đỡ những người khác.,colloquial,LECTURER#Behavior,LECTURER,Behavior,3,negative,0,FALSE,negative,,0.95,FALSE,vsfc_reannotated
vsfc_00080_0,vsfc_00080,Sân cỏ của trường được tu bổ và định hướng riêng cho các hoạt động thể thao.,formal,FACILITIES#Classroom,FACILITIES,Classroom,11,positive,2,FALSE,positive,,0.8,FALSE,vsfc_reannotated
vsfc_00081_0,vsfc_00081,Một số học viên cần cải thiện kỹ năng lãnh đạo và giao tiếp để có thể làm việc hiệu quả hơn trong nhóm.,formal,COURSE#Curriculum,COURSE,Curriculum,5,negative,0,FALSE,negative,,0.7,FALSE,vsfc_reannotated
vsfc_00082_0,vsfc_00082,Cô ấy luôn cố gắng để đạt được mục tiêu của mình.,colloquial,LECTURER#Behavior,LECTURER,Behavior,3,positive,2,FALSE,positive,,0.9,FALSE,vsfc_reannotated
vsfc_00083_0,vsfc_00083,The curriculum promotes self-directed learning.,formal,COURSE#Curriculum,COURSE,Curriculum,5,positive,2,FALSE,positive,,0.8,FALSE,vsfc_reannotated
vsfc_00084_0,vsfc_00084,Khu vực chơi game của sinh viên tại trường rất thú vị và sôi động.,colloquial,FACILITIES#Classroom,FACILITIES,Classroom,11,positive,2,FALSE,positive,,0.7,FALSE,vsfc_reannotated
vsfc_00085_0,vsfc_00085,Tôi hy vọng giảng viên sẽ đưa đến những thông tin mới nhất trong lĩnh vực của mình.,colloquial,LECTURER#Knowledge,LECTURER,Knowledge,1,neutral,1,FALSE,neutral,,0.8,FALSE,vsfc_reannotated
vsfc_00086_0,vsfc_00086,Bạn ấy là người có khả năng làm việc độc lập và tự tin.,colloquial,LECTURER#Behavior,LECTURER,Behavior,3,positive,2,FALSE,positive,,0.7,FALSE,vsfc_reannotated
vsfc_00087_0,vsfc_00087,Trường không đáp ứng được yêu cầu của sinh viên trong việc cung cấp bảng giá của các sản phẩm và dịch vụ.,formal,FACILITIES#Classroom,FACILITIES,Classroom,11,negative,0,FALSE,negative,,0.9,FALSE,vsfc_reannotated
vsfc_00088_0,vsfc_00088,"Chương trình học đầy đủ, phù hợp với tiêu chuẩn quốc tế.",formal,COURSE#Curriculum,COURSE,Curriculum,5,positive,2,FALSE,positive,,0.85,FALSE,vsfc_reannotated
vsfc_00089_0,vsfc_00089,Thầy là một người giảng viên vô cùng nhiệt tình và tâm huyết với công việc giảng dạy.,colloquial,LECTURER#Teaching_Skill,LECTURER,Teaching_Skill,0,positive,2,FALSE,positive,,0.95,FALSE,vsfc_reannotated
vsfc_00090_0,vsfc_00090,Chương trình học giúp tôi cảm thấy mình có mục tiêu rõ ràng hơn.,colloquial,COURSE#Curriculum,COURSE,Curriculum,5,positive,2,FALSE,positive,,0.8,FALSE,vsfc_reannotated
vsfc_00091_0,vsfc_00091,Cậu bạn này là một người rất vui tính và hài hước.,colloquial,LECTURER#Behavior,LECTURER,Behavior,3,positive,2,FALSE,positive,,0.7,FALSE,vsfc_reannotated
vsfc_00092_0,vsfc_00092,Có vài sinh viên không thể làm việc nhóm với tôi vì họ không tin tưởng tôi.,formal,COURSE#Assignments,COURSE,Assignments,8,negative,0,FALSE,negative,,0.9,FALSE,vsfc_reannotated
vsfc_00093_0,vsfc_00093,Bạn tôi luôn cống hiến và chăm chỉ trong học tập.,colloquial,OTHERS#General,OTHERS,General,13,positive,2,FALSE,positive,,0.6,FALSE,vsfc_reannotated
vsfc_00094_0,vsfc_00094,Sự kết nối với doanh nghiệp và bên ngoài rất thiếu.,formal,COURSE#Curriculum,COURSE,Curriculum,5,negative,0,FALSE,negative,,0.8,FALSE,vsfc_reannotated
vsfc_00095_0,vsfc_00095,Các yêu cầu khóa học không cập nhật với thời đại.,formal,COURSE#Curriculum,COURSE,Curriculum,5,negative,0,FALSE,negative,,1,FALSE,vsfc_reannotated
vsfc_00096_0,vsfc_00096,Cậu bạn này rất tập trung và cẩn trọng.,colloquial,OTHERS#General,OTHERS,General,13,positive,2,FALSE,positive,,0.9,FALSE,vsfc_reannotated
vsfc_00097_0,vsfc_00097,"Môi trường học tập khích lệ sinh viên đề xuất, tìm kiếm và giải quyết các vấn đề thực tế.",formal,COURSE#Curriculum,COURSE,Curriculum,5,positive,2,FALSE,positive,,0.95,FALSE,vsfc_reannotated
vsfc_00098_0,vsfc_00098,Tôi cảm thấy trường đáp ứng tốt nhu cầu học tập của sinh viên.,formal,OTHERS#General,OTHERS,General,13,positive,2,FALSE,positive,,0.95,FALSE,vsfc_reannotated
vsfc_00099_0,vsfc_00099,"Không có ai muốn nghe giảng của người này, đó là chân lý.",formal,LECTURER#Teaching_Skill,LECTURER,Teaching_Skill,0,negative,0,FALSE,negative,,1,FALSE,vsfc_reannotated
vsfc_00100_0,vsfc_00100,Phòng học được trang bị đầy đủ tiện nghi giúp sinh viên luôn dễ dàng tiếp cận tài liệu và thông tin liên quan.,formal,FACILITIES#Classroom,FACILITIES,Classroom,11,positive,2,FALSE,positive,,0.95,FALSE,vsfc_reannotated
vsfc_00101_0,vsfc_00101,Cơ sở vật chất trường đại học tương đối khá.,formal,FACILITIES#Classroom,FACILITIES,Classroom,11,positive,2,FALSE,positive,,0.9,FALSE,vsfc_reannotated
vsfc_00102_0,vsfc_00102,Thầy chưa tạo động lực cho các học sinh trở thành người tham gia tích cực,colloquial,LECTURER#Teaching_Skill,LECTURER,Teaching_Skill,0,negative,0,FALSE,negative,,0.95,FALSE,vsfc_reannotated
vsfc_00103_0,vsfc_00103,Tôi thích sự tập trung vào việc giúp sinh viên đạt được mục tiêu nghề nghiệp của mình.,colloquial,LECTURER#Behavior,LECTURER,Behavior,3,positive,2,FALSE,positive,,0.9,FALSE,vsfc_reannotated
vsfc_00104_0,vsfc_00104,"Học tập tại đại học này giúp tôi có một môi trường học tập năng động, sáng tạo và thách thức.",formal,OTHERS#General,OTHERS,General,13,positive,2,FALSE,positive,,0.9,FALSE,vsfc_reannotated
vsfc_00105_0,vsfc_00105,Tôi không muốn trở lại trường tôi để học tập bởi các cơ sở vật chất của nó đã gây ảnh hưởng nghiêm trọng đến hoạt động học tập của tôi.,formal,FACILITIES#Classroom,FACILITIES,Classroom,11,negative,0,FALSE,negative,,1,FALSE,vsfc_reannotated
vsfc_00106_0,vsfc_00106,Giảng viên cần cập nhật các bài giảng mới nhất của môn học.,formal,OTHERS#Recommendation,OTHERS,Recommendation,14,neutral,1,FALSE,neutral,,0.95,FALSE,vsfc_reannotated
vsfc_00106_1,vsfc_00106,Giảng viên cần cập nhật các bài giảng mới nhất của môn học.,formal,COURSE#Materials,COURSE,Materials,6,negative,0,FALSE,negative,,0.95,FALSE,vsfc_reannotated
vsfc_00107_0,vsfc_00107,Giáo viên dạy chuyên môn rất tốt.,formal,LECTURER#Knowledge,LECTURER,Knowledge,1,positive,2,FALSE,positive,,1,FALSE,vsfc_reannotated
